Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
13783,2026-09-13T13:47:23.840Z,48.0536643,17.5608696,116.2,150.10,-0.410,1.240,4,32.3,14.96,-6.26,-7.75
13784,2026-09-13T13:47:23.880Z,48.0536783,17.5608622,116.1,149.13,-0.403,1.249,4,33.0,12.55,-6.31,-7.66
13785,2026-09-13T13:47:23.920Z,48.0536923,17.5608550,116.1,148.73,-0.393,1.253,4,32.6,10.42,-6.05,-7.01
13786,2026-09-13T13:47:23.960Z,48.0537063,17.5608481,116.1,148.48,-0.386,1.251,4,32.4,9.36,-5.82,-6.16
13787,2026-09-13T13:47:24.000Z,48.0537202,17.5608413,116.1,147.98,-0.388,1.231,4,32.5,9.03,-5.43,-5.46
13788,2026-09-13T13:47:24.040Z,48.0537342,17.5608345,116.1,147.43,-0.387,1.212,4,32.8,9.30,-5.14,-5.35
13789,2026-09-13T13:47:24.080Z,48.0537481,17.5608280,116.1,146.76,-0.389,1.193,4,33.5,9.29,-5.46,-5.77
13790,2026-09-13T13:47:24.120Z,48.0537619,17.5608216,116.1,146.24,-0.383,1.194,4,33.9,9.13,-5.99,-6.77
13791,2026-09-13T13:47:24.160Z,48.0537759,17.5608154,116.1,145.90,-0.364,1.216,4,34.1,8.53,-6.90,-7.60
13792,2026-09-13T13:47:24.200Z,48.0537897,17.5608094,116.1,145.46,-0.358,1.228,4,34.1,7.16,-7.71,-8.02
13793,2026-09-13T13:47:24.240Z,48.0538037,17.5608035,116.1,145.58,-0.349,1.261,4,34.1,5.79,-8.09,-7.99
13794,2026-09-13T13:47:24.280Z,48.0538176,17.5607976,116.1,145.28,-0.340,1.294,4,34.9,4.61,-7.88,-7.54
13795,2026-09-13T13:47:24.320Z,48.0538315,17.5607921,116.0,144.64,-0.345,1.287,4,35.0,3.45,-7.38,-6.77
13796,2026-09-13T13:47:24.360Z,48.0538454,17.5607867,116.0,144.29,-0.346,1.271,4,34.7,2.18,-6.58,-6.56
13797,2026-09-13T13:47:24.400Z,48.0538592,17.5607814,116.0,143.59,-0.340,1.266,4,34.9,1.18,-6.18,-6.55
13798,2026-09-13T13:47:24.440Z,48.0538730,17.5607763,116.0,143.31,-0.340,1.256,4,35.5,0.13,-6.29,-6.66
13799,2026-09-13T13:47:24.480Z,48.0538868,17.5607714,116.0,142.94,-0.337,1.254,4,35.8,-0.65,-6.27,-6.97
13800,2026-09-13T13:47:24.520Z,48.0539007,17.5607666,116.0,142.65,-0.320,1.266,4,35.9,-1.30,-6.50,-6.98
13801,2026-09-13T13:47:24.560Z,48.0539145,17.5607622,116.0,142.38,-0.307,1.260,4,35.9,-1.40,-6.52,-6.66
13802,2026-09-13T13:47:24.600Z,48.0539283,17.5607578,116.0,142.17,-0.298,1.242,4,35.7,-1.10,-6.17,-6.03
13803,2026-09-13T13:47:24.640Z,48.0539421,17.5607535,116.0,141.65,-0.268,1.236,4,35.8,-0.43,-5.87,-5.36
13804,2026-09-13T13:47:24.680Z,48.0539559,17.5607495,116.0,141.19,-0.249,1.207,4,36.2,1.12,-5.61,-4.66
13805,2026-09-13T13:47:24.720Z,48.0539697,17.5607455,116.0,141.14,-0.246,1.183,4,36.2,3.55,-5.16,-4.49
13806,2026-09-13T13:47:24.760Z,48.0539834,17.5607418,116.0,140.74,-0.242,1.169,4,36.5,6.19,-5.11,-4.67
13807,2026-09-13T13:47:24.800Z,48.0539972,17.5607382,116.0,140.43,-0.224,1.169,4,36.8,8.45,-5.82,-5.44
13808,2026-09-13T13:47:24.840Z,48.0540109,17.5607347,115.9,140.05,-0.228,1.153,4,37.3,10.64,-6.52,-6.38
13809,2026-09-13T13:47:24.880Z,48.0540247,17.5607314,115.9,139.76,-0.211,1.181,4,37.9,11.53,-7.69,-7.40
13810,2026-09-13T13:47:24.920Z,48.0540384,17.5607283,115.9,139.56,-0.194,1.204,4,38.0,12.05,-8.69,-8.02
13811,2026-09-13T13:47:24.960Z,48.0540522,17.5607254,115.9,139.48,-0.194,1.241,4,38.0,11.97,-9.27,-8.39
13812,2026-09-13T13:47:25.000Z,48.0540659,17.5607225,115.9,139.25,-0.198,1.280,4,37.8,11.98,-9.35,-8.46
13813,2026-09-13T13:47:25.040Z,48.0540797,17.5607200,115.9,139.10,-0.205,1.307,4,38.3,11.18,-9.51,-8.44
13814,2026-09-13T13:47:25.080Z,48.0540934,17.5607175,115.9,138.90,-0.185,1.319,4,38.6,10.55,-9.51,-8.64
13815,2026-09-13T13:47:25.120Z,48.0541071,17.5607152,115.9,138.75,-0.164,1.334,4,38.9,8.92,-9.91,-8.84
13816,2026-09-13T13:47:25.160Z,48.0541209,17.5607131,115.9,138.71,-0.135,1.355,4,39.3,7.70,-10.45,-9.00
13817,2026-09-13T13:47:25.200Z,48.0541346,17.5607113,115.9,138.60,-0.120,1.358,4,39.3,6.11,-10.27,-8.97
13818,2026-09-13T13:47:25.240Z,48.0541484,17.5607096,115.9,138.42,-0.094,1.374,4,39.1,4.86,-10.31,-8.81
13819,2026-09-13T13:47:25.280Z,48.0541621,17.5607081,115.8,138.18,-0.094,1.373,4,39.2,3.84,-9.88,-8.60
13820,2026-09-13T13:47:25.320Z,48.0541759,17.5607067,115.8,138.02,-0.078,1.374,4,39.1,2.63,-9.49,-8.31
13821,2026-09-13T13:47:25.360Z,48.0541896,17.5607057,115.8,138.11,-0.071,1.354,4,39.3,1.31,-9.14,-8.03
13822,2026-09-13T13:47:25.400Z,48.0542034,17.5607046,115.8,138.24,-0.049,1.359,4,39.1,0.19,-9.37,-7.81
13823,2026-09-13T13:47:25.440Z,48.0542171,17.5607037,115.8,137.98,-0.034,1.355,4,39.2,-0.89,-9.18,-7.86
13824,2026-09-13T13:47:25.480Z,48.0542309,17.5607029,115.8,137.95,-0.028,1.336,4,39.2,-1.86,-8.96,-7.91
13825,2026-09-13T13:47:25.520Z,48.0542446,17.5607026,115.8,138.12,-0.020,1.333,4,39.3,-2.33,-9.15,-8.15
13826,2026-09-13T13:47:25.560Z,48.0542585,17.5607027,115.8,138.27,-0.016,1.333,4,38.9,-3.23,-9.02,-8.55
13827,2026-09-13T13:47:25.600Z,48.0542723,17.5607026,115.8,138.15,0.001,1.331,4,38.0,-4.25,-8.97,-8.80
13828,2026-09-13T13:47:25.640Z,48.0542860,17.5607027,115.8,138.10,0.020,1.332,4,38.3,-5.53,-9.35,-8.71
13829,2026-09-13T13:47:25.680Z,48.0542998,17.5607031,115.9,138.34,0.050,1.342,4,38.0,-7.16,-9.47,-8.41
13830,2026-09-13T13:47:25.720Z,48.0543137,17.5607034,115.8,138.42,0.059,1.347,4,37.1,-8.18,-9.39,-7.35
13831,2026-09-13T13:47:25.760Z,48.0543274,17.5607046,115.9,138.77,0.086,1.352,4,37.4,-8.12,-8.80,-6.36
13832,2026-09-13T13:47:25.800Z,48.0543413,17.5607052,115.8,138.86,0.073,1.280,4,36.3,-7.05,-7.46,-4.83
13833,2026-09-13T13:47:25.840Z,48.0543552,17.5607064,115.9,139.37,0.080,1.238,4,37.0,-4.70,-6.86,-3.72
13834,2026-09-13T13:47:25.880Z,48.0543691,17.5607073,115.9,138.88,0.078,1.194,4,36.3,-1.70,-5.62,-3.70
13835,2026-09-13T13:47:25.920Z,48.0543830,17.5607087,115.9,138.91,0.060,1.138,4,37.2,0.89,-5.28,-4.10
13836,2026-09-13T13:47:25.960Z,48.0543969,17.5607099,115.9,139.09,0.072,1.163,4,37.0,2.72,-6.01,-5.30
13837,2026-09-13T13:47:26.000Z,48.0544106,17.5607116,115.9,139.23,0.068,1.207,4,37.6,4.21,-6.60,-7.04
13838,2026-09-13T13:47:26.040Z,48.0544245,17.5607134,115.9,139.35,0.045,1.231,4,37.2,4.86,-7.28,-8.19
13839,2026-09-13T13:47:26.080Z,48.0544385,17.5607151,115.8,139.37,0.033,1.268,4,37.4,4.97,-8.12,-8.58
13840,2026-09-13T13:47:26.120Z,48.0544523,17.5607172,115.8,139.47,0.044,1.306,4,38.3,5.08,-8.37,-8.90
13841,2026-09-13T13:47:26.160Z,48.0544661,17.5607195,115.8,139.54,0.047,1.313,4,38.3,5.24,-8.16,-8.38
13842,2026-09-13T13:47:26.200Z,48.0544799,17.5607218,115.8,139.45,0.061,1.318,4,37.7,5.07,-7.84,-7.77
13843,2026-09-13T13:47:26.240Z,48.0544938,17.5607243,115.8,139.57,0.083,1.318,4,38.3,5.07,-7.71,-7.05
13844,2026-09-13T13:47:26.280Z,48.0545077,17.5607268,115.8,139.70,0.091,1.312,4,38.5,5.15,-7.39,-6.98
13845,2026-09-13T13:47:26.320Z,48.0545216,17.5607297,115.8,139.90,0.084,1.291,4,39.1,4.94,-7.31,-7.27
13846,2026-09-13T13:47:26.360Z,48.0545354,17.5607326,115.8,140.07,0.081,1.275,4,39.6,4.33,-7.80,-8.24
13847,2026-09-13T13:47:26.400Z,48.0545492,17.5607359,115.8,140.06,0.082,1.293,4,39.8,2.94,-8.60,-9.56
13848,2026-09-13T13:47:26.440Z,48.0545631,17.5607395,115.8,140.08,0.095,1.309,4,39.4,0.89,-9.17,-10.17
13849,2026-09-13T13:47:26.480Z,48.0545770,17.5607431,115.8,140.32,0.116,1.353,4,39.2,-0.94,-9.77,-9.74
13850,2026-09-13T13:47:26.520Z,48.0545909,17.5607468,115.7,140.86,0.140,1.401,4,39.3,-2.14,-9.65,-8.27
13851,2026-09-13T13:47:26.560Z,48.0546046,17.5607511,115.8,141.30,0.153,1.398,4,39.5,-2.66,-8.67,-6.25
13852,2026-09-13T13:47:26.600Z,48.0546185,17.5607553,115.8,141.45,0.154,1.378,4,39.0,-2.10,-7.56,-4.37
13853,2026-09-13T13:47:26.640Z,48.0546324,17.5607599,115.8,141.47,0.144,1.339,4,39.0,-0.89,-6.46,-3.74
13854,2026-09-13T13:47:26.680Z,48.0546462,17.5607642,115.8,141.41,0.132,1.263,4,38.4,0.23,-5.90,-4.24
13855,2026-09-13T13:47:26.720Z,48.0546599,17.5607692,115.8,141.73,0.115,1.214,4,39.3,1.08,-6.21,-5.72
13856,2026-09-13T13:47:26.760Z,48.0546738,17.5607742,115.8,141.56,0.104,1.193,4,39.2,1.24,-6.18,-7.59
13857,2026-09-13T13:47:26.800Z,48.0546876,17.5607794,115.8,141.93,0.120,1.206,4,38.8,1.20,-7.35,-8.31
13858,2026-09-13T13:47:26.840Z,48.0547013,17.5607848,115.8,142.38,0.147,1.246,4,38.8,0.67,-7.90,-8.62
13859,2026-09-13T13:47:26.880Z,48.0547151,17.5607900,115.8,142.59,0.149,1.280,4,38.3,0.38,-7.81,-8.08
13860,2026-09-13T13:47:26.920Z,48.0547290,17.5607955,115.8,142.69,0.173,1.317,4,38.5,0.44,-8.63,-7.00
13861,2026-09-13T13:47:26.960Z,48.0547427,17.5608013,115.8,142.87,0.162,1.327,4,38.9,0.78,-8.58,-6.41
13862,2026-09-13T13:47:27.000Z,48.0547565,17.5608071,115.8,143.06,0.147,1.321,4,39.3,1.26,-8.01,-6.18
13863,2026-09-13T13:47:27.040Z,48.0547703,17.5608133,115.8,143.31,0.123,1.290,4,39.5,2.21,-7.35,-6.00
13864,2026-09-13T13:47:27.080Z,48.0547840,17.5608195,115.7,143.62,0.126,1.274,4,39.2,2.86,-7.24,-6.21
13865,2026-09-13T13:47:27.120Z,48.0547978,17.5608261,115.7,143.87,0.122,1.265,4,38.6,2.97,-6.67,-6.81
13866,2026-09-13T13:47:27.160Z,48.0548116,17.5608326,115.7,144.17,0.136,1.260,4,38.7,3.15,-7.04,-7.46
13867,2026-09-13T13:47:27.200Z,48.0548252,17.5608396,115.7,144.34,0.149,1.267,4,39.5,2.98,-7.69,-8.22
13868,2026-09-13T13:47:27.240Z,48.0548388,17.5608467,115.8,144.51,0.165,1.301,4,39.4,2.46,-8.56,-8.92
13869,2026-09-13T13:47:27.280Z,48.0548525,17.5608539,115.8,144.82,0.170,1.325,4,39.4,1.74,-9.22,-9.14
13870,2026-09-13T13:47:27.320Z,48.0548663,17.5608613,115.7,145.03,0.172,1.349,4,39.6,0.76,-9.56,-8.93
13871,2026-09-13T13:47:27.360Z,48.0548799,17.5608688,115.7,145.32,0.182,1.379,4,39.3,-0.24,-9.37,-8.29
13872,2026-09-13T13:47:27.400Z,48.0548935,17.5608767,115.7,145.60,0.177,1.379,4,39.2,-1.14,-8.71,-7.36
13873,2026-09-13T13:47:27.440Z,48.0549072,17.5608847,115.8,146.08,0.171,1.362,4,39.0,-1.44,-7.47,-6.44
13874,2026-09-13T13:47:27.480Z,48.0549207,17.5608928,115.8,146.08,0.177,1.332,4,39.2,-1.67,-6.58,-5.60
13875,2026-09-13T13:47:27.520Z,48.0549343,17.5609011,115.8,146.38,0.178,1.295,4,38.9,-1.62,-5.83,-5.22
13876,2026-09-13T13:47:27.560Z,48.0549479,17.5609095,115.8,146.56,0.178,1.255,4,39.0,-1.38,-5.63,-5.46
13877,2026-09-13T13:47:27.600Z,48.0549614,17.5609180,115.8,146.87,0.188,1.238,4,38.9,-1.22,-6.17,-6.06
13878,2026-09-13T13:47:27.640Z,48.0549749,17.5609267,115.7,147.10,0.195,1.247,4,39.3,-1.53,-7.32,-6.97
13879,2026-09-13T13:47:27.680Z,48.0549885,17.5609356,115.7,147.51,0.199,1.267,4,39.3,-1.80,-8.16,-7.69
13880,2026-09-13T13:47:27.720Z,48.0550020,17.5609449,115.7,147.95,0.205,1.302,4,39.5,-1.81,-8.54,-8.01
13881,2026-09-13T13:47:27.760Z,48.0550155,17.5609544,115.8,148.31,0.206,1.322,4,38.8,-2.10,-8.40,-7.51
13882,2026-09-13T13:47:27.800Z,48.0550289,17.5609639,115.8,148.47,0.201,1.326,4,38.5,-2.06,-7.55,-6.69
13883,2026-09-13T13:47:27.840Z,48.0550422,17.5609737,115.8,148.63,0.202,1.312,4,38.3,-1.62,-6.63,-5.81
13884,2026-09-13T13:47:27.880Z,48.0550556,17.5609834,115.8,149.02,0.199,1.300,4,38.0,-0.94,-5.92,-5.41
13885,2026-09-13T13:47:27.920Z,48.0550690,17.5609934,115.8,149.32,0.195,1.267,4,38.4,-0.03,-5.50,-5.23
13886,2026-09-13T13:47:27.960Z,48.0550824,17.5610035,115.8,149.46,0.196,1.257,4,38.4,1.23,-5.58,-5.64
13887,2026-09-13T13:47:28.000Z,48.0550957,17.5610138,115.8,149.65,0.189,1.242,4,38.3,2.12,-5.79,-6.05
13888,2026-09-13T13:47:28.040Z,48.0551090,17.5610241,115.8,150.11,0.184,1.245,4,38.7,3.00,-6.49,-6.48
13889,2026-09-13T13:47:28.080Z,48.0551223,17.5610348,115.8,150.21,0.189,1.260,4,39.2,3.72,-6.98,-6.95
13890,2026-09-13T13:47:28.120Z,48.0551353,17.5610459,115.8,150.42,0.188,1.261,4,39.5,4.07,-7.50,-7.12
13891,2026-09-13T13:47:28.160Z,48.0551486,17.5610569,115.8,150.75,0.191,1.284,4,38.9,4.43,-7.62,-7.07
13892,2026-09-13T13:47:28.200Z,48.0551618,17.5610681,115.8,151.16,0.194,1.303,4,38.8,5.10,-7.35,-6.94
13893,2026-09-13T13:47:28.240Z,48.0551748,17.5610794,115.8,151.42,0.178,1.285,4,38.9,5.78,-6.73,-6.57
13894,2026-09-13T13:47:28.280Z,48.0551881,17.5610907,115.8,151.73,0.176,1.290,4,39.2,6.32,-6.52,-6.29
13895,2026-09-13T13:47:28.320Z,48.0552010,17.5611023,115.8,151.71,0.164,1.282,4,39.5,7.11,-6.40,-6.48
13896,2026-09-13T13:47:28.360Z,48.0552142,17.5611140,115.8,151.69,0.155,1.271,4,40.3,7.65,-6.92,-6.87
13897,2026-09-13T13:47:28.400Z,48.0552271,17.5611260,115.8,152.15,0.158,1.278,4,40.7,7.89,-7.71,-7.50
13898,2026-09-13T13:47:28.440Z,48.0552400,17.5611381,115.8,152.62,0.168,1.305,4,40.8,7.73,-8.35,-8.06
13899,2026-09-13T13:47:28.480Z,48.0552528,17.5611506,115.8,152.87,0.173,1.325,4,40.6,7.09,-8.75,-8.20
13900,2026-09-13T13:47:28.520Z,48.0552658,17.5611632,115.8,153.14,0.182,1.349,4,40.3,6.48,-8.80,-7.96
13901,2026-09-13T13:47:28.560Z,48.0552785,17.5611758,115.8,153.30,0.186,1.350,4,40.5,5.82,-8.27,-7.57
13902,2026-09-13T13:47:28.600Z,48.0552913,17.5611887,115.8,153.60,0.191,1.361,4,40.7,5.13,-7.76,-6.96
13903,2026-09-13T13:47:28.640Z,48.0553040,17.5612018,115.8,153.92,0.192,1.358,4,40.5,4.63,-7.35,-6.50
13904,2026-09-13T13:47:28.680Z,48.0553165,17.5612150,115.8,154.00,0.186,1.346,4,40.7,4.53,-7.04,-6.19
13905,2026-09-13T13:47:28.720Z,48.0553292,17.5612283,115.8,154.30,0.197,1.369,4,41.0,4.45,-7.24,-6.34
13906,2026-09-13T13:47:28.760Z,48.0553418,17.5612418,115.7,154.44,0.185,1.359,4,41.2,4.29,-7.64,-6.64
13907,2026-09-13T13:47:28.800Z,48.0553542,17.5612555,115.7,154.73,0.183,1.357,4,41.3,4.14,-8.10,-7.32
13908,2026-09-13T13:47:28.840Z,48.0553667,17.5612694,115.7,154.98,0.184,1.356,4,41.3,3.57,-8.68,-7.67
13909,2026-09-13T13:47:28.880Z,48.0553790,17.5612836,115.8,155.33,0.187,1.370,4,41.3,3.08,-8.92,-7.98
13910,2026-09-13T13:47:28.920Z,48.0553912,17.5612979,115.8,155.47,0.182,1.364,4,41.0,2.18,-8.95,-7.83
13911,2026-09-13T13:47:28.960Z,48.0554035,17.5613123,115.8,155.82,0.191,1.387,4,41.0,1.50,-8.83,-7.37
13912,2026-09-13T13:47:29.000Z,48.0554157,17.5613269,115.7,156.05,0.191,1.403,4,41.0,1.05,-8.53,-6.87
13913,2026-09-13T13:47:29.040Z,48.0554278,17.5613415,115.8,156.20,0.180,1.394,4,41.1,0.83,-8.00,-6.54
13914,2026-09-13T13:47:29.080Z,48.0554399,17.5613566,115.8,156.39,0.179,1.379,4,40.9,0.42,-7.99,-6.34
13915,2026-09-13T13:47:29.120Z,48.0554520,17.5613716,115.8,156.70,0.168,1.366,4,40.8,0.40,-8.19,-6.36
13916,2026-09-13T13:47:29.160Z,48.0554640,17.5613868,115.8,156.92,0.137,1.316,4,41.0,-0.15,-7.35,-6.76
13917,2026-09-13T13:47:29.200Z,48.0554758,17.5614023,115.8,157.22,0.157,1.315,4,41.1,-1.15,-8.20,-6.72
13918,2026-09-13T13:47:29.240Z,48.0554877,17.5614180,115.8,157.51,0.165,1.321,4,40.7,-1.40,-8.19,-7.62
13919,2026-09-13T13:47:29.280Z,48.0554995,17.5614338,115.8,157.78,0.171,1.321,4,40.6,-2.19,-8.07,-8.00
13920,2026-09-13T13:47:29.320Z,48.0555111,17.5614497,115.8,158.04,0.196,1.357,4,40.9,-2.56,-8.75,-8.04
13921,2026-09-13T13:47:29.360Z,48.0555227,17.5614658,115.8,158.31,0.213,1.406,4,41.1,-2.52,-8.95,-7.81
13922,2026-09-13T13:47:29.400Z,48.0555343,17.5614820,115.8,158.49,0.198,1.405,4,41.0,-2.85,-8.35,-6.73
13923,2026-09-13T13:47:29.440Z,48.0555457,17.5614986,115.8,158.88,0.198,1.400,4,40.8,-3.28,-7.89,-5.50
13924,2026-09-13T13:47:29.480Z,48.0555572,17.5615151,115.8,159.18,0.198,1.387,4,40.2,-3.08,-7.41,-4.71
13925,2026-09-13T13:47:29.520Z,48.0555687,17.5615318,115.8,159.44,0.177,1.343,4,40.1,-2.89,-6.46,-4.59
13926,2026-09-13T13:47:29.560Z,48.0555800,17.5615487,115.8,159.49,0.175,1.321,4,40.5,-2.57,-6.66,-4.90
13927,2026-09-13T13:47:29.600Z,48.0555912,17.5615656,115.8,159.68,0.182,1.316,4,40.9,-2.07,-7.09,-6.11
13928,2026-09-13T13:47:29.640Z,48.0556023,17.5615826,115.8,159.83,0.186,1.319,4,40.8,-2.32,-7.89,-7.02
13929,2026-09-13T13:47:29.680Z,48.0556135,17.5616002,115.8,160.39,0.181,1.325,4,40.7,-2.86,-8.69,-8.03
13930,2026-09-13T13:47:29.720Z,48.0556245,17.5616176,115.8,160.61,0.190,1.354,4,40.4,-3.86,-9.12,-8.72
13931,2026-09-13T13:47:29.760Z,48.0556354,17.5616352,115.8,160.73,0.187,1.368,4,39.9,-5.62,-9.34,-8.73
13932,2026-09-13T13:47:29.800Z,48.0556461,17.5616531,115.9,161.00,0.184,1.385,4,39.8,-7.23,-8.75,-8.41
13933,2026-09-13T13:47:29.840Z,48.0556569,17.5616713,115.9,161.27,0.189,1.394,4,39.5,-8.98,-7.89,-7.34
13934,2026-09-13T13:47:29.880Z,48.0556676,17.5616895,115.9,161.61,0.192,1.379,4,38.9,-10.56,-6.49,-5.87
13935,2026-09-13T13:47:29.920Z,48.0556782,17.5617078,115.9,161.92,0.190,1.345,4,38.5,-11.42,-5.23,-4.41
13936,2026-09-13T13:47:29.960Z,48.0556887,17.5617263,115.9,162.28,0.199,1.308,4,37.9,-11.37,-4.15,-3.47
13937,2026-09-13T13:47:30.000Z,48.0556994,17.5617448,115.9,162.59,0.201,1.259,4,37.8,-10.98,-3.57,-3.01
13938,2026-09-13T13:47:30.040Z,48.0557098,17.5617635,115.9,162.86,0.197,1.217,4,38.0,-10.07,-3.73,-3.44
13939,2026-09-13T13:47:30.080Z,48.0557202,17.5617822,115.9,162.89,0.192,1.210,4,37.6,-8.88,-4.39,-4.59
13940,2026-09-13T13:47:30.120Z,48.0557305,17.5618011,115.9,163.06,0.196,1.213,4,37.6,-8.35,-5.52,-5.79
13941,2026-09-13T13:47:30.160Z,48.0557409,17.5618200,115.9,163.45,0.191,1.233,4,37.4,-8.18,-6.40,-6.78
13942,2026-09-13T13:47:30.200Z,48.0557510,17.5618394,115.9,163.91,0.197,1.255,4,36.9,-8.96,-7.14,-7.08
13943,2026-09-13T13:47:30.240Z,48.0557610,17.5618588,115.9,164.26,0.192,1.258,4,35.7,-9.72,-7.00,-6.86
13944,2026-09-13T13:47:30.280Z,48.0557712,17.5618783,116.0,164.39,0.198,1.268,4,35.3,-11.00,-6.71,-6.31
13945,2026-09-13T13:47:30.320Z,48.0557811,17.5618978,116.0,164.58,0.200,1.275,4,35.5,-12.32,-6.17,-5.90
13946,2026-09-13T13:47:30.360Z,48.0557911,17.5619176,116.0,164.86,0.201,1.283,4,34.7,-13.27,-5.32,-5.69
13947,2026-09-13T13:47:30.400Z,48.0558009,17.5619374,116.0,165.03,0.210,1.296,4,33.6,-14.70,-5.01,-5.62
13948,2026-09-13T13:47:30.440Z,48.0558108,17.5619573,116.0,165.50,0.214,1.297,4,32.6,-16.46,-4.35,-5.73
13949,2026-09-13T13:47:30.480Z,48.0558205,17.5619774,116.0,165.91,0.218,1.285,4,31.9,-18.49,-3.69,-5.49
13950,2026-09-13T13:47:30.520Z,48.0558302,17.5619976,116.0,166.23,0.231,1.287,4,30.7,-20.82,-3.38,-4.76
13951,2026-09-13T13:47:30.560Z,48.0558399,17.5620179,116.0,166.49,0.230,1.252,4,29.3,-23.18,-2.93,-3.79
13952,2026-09-13T13:47:30.600Z,48.0558494,17.5620383,116.1,166.80,0.225,1.215,4,28.0,-25.17,-2.42,-2.49
13953,2026-09-13T13:47:30.640Z,48.0558588,17.5620590,116.1,167.13,0.230,1.194,4,26.9,-26.88,-2.26,-1.22
13954,2026-09-13T13:47:30.680Z,48.0558684,17.5620796,116.1,167.41,0.224,1.161,4,26.1,-27.34,-1.64,-0.18
13955,2026-09-13T13:47:30.720Z,48.0558778,17.5621002,116.1,167.72,0.223,1.122,4,24.9,-27.10,-0.50,0.94
13956,2026-09-13T13:47:30.760Z,48.0558873,17.5621210,116.1,168.14,0.233,1.109,4,23.5,-25.71,0.19,1.55
13957,2026-09-13T13:47:30.800Z,48.0558965,17.5621420,116.1,168.51,0.236,1.098,4,21.7,-23.25,1.11,1.45
13958,2026-09-13T13:47:30.840Z,48.0559060,17.5621630,116.1,168.65,0.240,1.085,4,19.9,-21.31,1.77,1.01
13959,2026-09-13T13:47:30.880Z,48.0559154,17.5621839,116.1,168.97,0.244,1.069,4,19.8,-20.32,1.48,0.01
13960,2026-09-13T13:47:30.920Z,48.0559246,17.5622051,116.1,169.30,0.236,1.038,4,19.5,-21.03,0.97,-1.36
13961,2026-09-13T13:47:30.960Z,48.0559341,17.5622262,116.1,169.56,0.235,1.002,4,19.3,-23.05,0.25,-2.83
13962,2026-09-13T13:47:31.000Z,48.0559433,17.5622474,116.1,169.96,0.232,0.976,4,18.9,-25.73,-0.72,-3.75
13963,2026-09-13T13:47:31.040Z,48.0559528,17.5622687,116.1,170.41,0.245,1.003,4,18.5,-28.17,-1.55,-3.86
13964,2026-09-13T13:47:31.080Z,48.0559620,17.5622902,116.1,170.92,0.238,1.016,4,17.5,-29.26,-0.87,-3.05
13965,2026-09-13T13:47:31.120Z,48.0559712,17.5623116,116.1,171.19,0.243,1.056,4,15.7,-28.23,-0.40,-1.61
13966,2026-09-13T13:47:31.160Z,48.0559804,17.5623332,116.1,171.38,0.221,1.062,4,13.7,-26.50,0.65,-0.59
13967,2026-09-13T13:47:31.200Z,48.0559896,17.5623548,116.2,171.63,0.208,1.057,4,13.1,-24.39,0.52,-0.66
13968,2026-09-13T13:47:31.240Z,48.0559990,17.5623764,116.2,171.79,0.204,1.046,4,13.7,-22.44,0.67,-1.02
13969,2026-09-13T13:47:31.280Z,48.0560083,17.5623980,116.2,172.05,0.195,1.017,4,14.4,-21.43,-0.06,-1.30
13970,2026-09-13T13:47:31.320Z,48.0560175,17.5624198,116.2,172.48,0.200,1.002,4,13.6,-20.92,-0.41,-1.25
13971,2026-09-13T13:47:31.360Z,48.0560266,17.5624417,116.2,172.91,0.207,1.005,4,12.3,-20.43,-0.90,-0.39
13972,2026-09-13T13:47:31.400Z,48.0560358,17.5624638,116.2,173.23,0.205,1.001,4,11.2,-19.73,-0.29,0.82
13973,2026-09-13T13:47:31.440Z,48.0560450,17.5624858,116.2,173.46,0.199,0.992,4,10.5,-18.23,-0.11,1.66
13974,2026-09-13T13:47:31.480Z,48.0560543,17.5625079,116.2,173.75,0.209,1.009,4,10.1,-16.13,-0.14,1.78
13975,2026-09-13T13:47:31.520Z,48.0560635,17.5625299,116.2,174.02,0.200,1.001,4,9.9,-13.34,-0.06,1.12
13976,2026-09-13T13:47:31.560Z,48.0560727,17.5625521,116.2,174.37,0.205,1.005,4,9.9,-11.03,-0.21,0.16
13977,2026-09-13T13:47:31.600Z,48.0560820,17.5625743,116.2,174.64,0.205,1.009,4,10.0,-9.43,-0.38,-0.43
13978,2026-09-13T13:47:31.640Z,48.0560910,17.5625965,116.2,174.92,0.198,1.004,4,9.6,-8.66,-0.31,-0.55
13979,2026-09-13T13:47:31.680Z,48.0561002,17.5626188,116.2,175.25,0.186,0.992,4,9.0,-8.18,-0.17,-0.23
13980,2026-09-13T13:47:31.720Z,48.0561094,17.5626412,116.2,175.46,0.186,0.997,4,8.3,-7.82,-0.06,0.33
13981,2026-09-13T13:47:31.760Z,48.0561185,17.5626637,116.2,175.81,0.181,0.991,4,7.8,-7.06,0.24,0.91
13982,2026-09-13T13:47:31.800Z,48.0561277,17.5626862,116.2,176.07,0.184,0.993,4,7.4,-5.77,0.10,1.18
13983,2026-09-13T13:47:31.840Z,48.0561370,17.5627087,116.2,176.44,0.189,1.003,4,7.6,-4.41,0.06,1.26
13984,2026-09-13T13:47:31.880Z,48.0561462,17.5627312,116.2,176.74,0.190,1.007,4,7.7,-3.23,0.00,1.12
13985,2026-09-13T13:47:31.920Z,48.0561554,17.5627537,116.2,176.98,0.200,1.019,4,7.5,-2.25,-0.56,0.65
