Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
13986,2026-09-13T13:47:31.960Z,48.0561646,17.5627764,116.2,177.21,0.198,1.030,4,7.3,-1.79,-0.68,0.17
13987,2026-09-13T13:47:32.000Z,48.0561738,17.5627990,116.2,177.48,0.202,1.030,4,6.9,-1.66,-0.71,-0.23
13988,2026-09-13T13:47:32.040Z,48.0561830,17.5628218,116.2,177.88,0.205,1.023,4,6.6,-1.89,-0.80,-0.58
13989,2026-09-13T13:47:32.080Z,48.0561923,17.5628446,116.2,178.26,0.201,1.009,4,6.5,-2.54,-0.48,-0.70
13990,2026-09-13T13:47:32.120Z,48.0562015,17.5628675,116.2,178.53,0.195,1.000,4,6.0,-3.56,-0.18,-0.53
13991,2026-09-13T13:47:32.160Z,48.0562107,17.5628903,116.2,178.71,0.188,0.987,4,6.0,-4.57,0.06,-0.04
13992,2026-09-13T13:47:32.200Z,48.0562200,17.5629133,116.2,179.11,0.186,0.994,4,5.9,-5.46,-0.09,0.44
13993,2026-09-13T13:47:32.240Z,48.0562292,17.5629364,116.2,179.32,0.185,1.006,4,5.5,-5.97,0.17,0.95
13994,2026-09-13T13:47:32.280Z,48.0562384,17.5629595,116.2,179.59,0.177,1.006,4,4.9,-6.07,-0.02,1.25
13995,2026-09-13T13:47:32.320Z,48.0562476,17.5629826,116.2,179.90,0.177,1.009,4,4.2,-5.63,0.30,1.30
13996,2026-09-13T13:47:32.360Z,48.0562569,17.5630057,116.2,180.24,0.182,1.007,4,3.9,-5.03,0.44,1.17
13997,2026-09-13T13:47:32.400Z,48.0562661,17.5630289,116.2,180.54,0.183,0.999,4,3.8,-4.50,0.72,0.78
13998,2026-09-13T13:47:32.440Z,48.0562753,17.5630521,116.2,180.81,0.177,0.987,4,3.9,-4.60,0.95,0.38
13999,2026-09-13T13:47:32.480Z,48.0562846,17.5630753,116.2,181.14,0.184,0.998,4,3.9,-5.53,0.89,0.21
14000,2026-09-13T13:47:32.520Z,48.0562939,17.5630987,116.2,181.39,0.177,0.992,4,3.7,-7.18,0.91,0.26
14001,2026-09-13T13:47:32.560Z,48.0563032,17.5631220,116.2,181.61,0.174,0.991,4,3.0,-9.27,0.54,0.52
14002,2026-09-13T13:47:32.600Z,48.0563125,17.5631454,116.2,182.01,0.173,1.001,4,2.3,-11.33,0.31,1.05
14003,2026-09-13T13:47:32.640Z,48.0563217,17.5631689,116.2,182.24,0.177,1.007,4,2.3,-12.76,-0.26,1.42
14004,2026-09-13T13:47:32.680Z,48.0563310,17.5631923,116.2,182.46,0.181,1.008,4,1.6,-13.13,-0.48,1.55
14005,2026-09-13T13:47:32.720Z,48.0563403,17.5632158,116.2,182.73,0.191,1.019,4,1.3,-12.72,-0.88,1.55
14006,2026-09-13T13:47:32.760Z,48.0563497,17.5632393,116.2,182.97,0.189,1.018,4,1.1,-12.05,-0.75,1.56
14007,2026-09-13T13:47:32.800Z,48.0563590,17.5632629,116.2,183.36,0.191,1.021,4,1.0,-11.19,-0.84,1.62
14008,2026-09-13T13:47:32.840Z,48.0563684,17.5632865,116.2,183.59,0.192,1.032,4,1.0,-10.32,-0.46,1.92
14009,2026-09-13T13:47:32.880Z,48.0563777,17.5633102,116.2,183.90,0.183,1.028,4,0.7,-9.35,-0.26,2.13
14010,2026-09-13T13:47:32.920Z,48.0563871,17.5633339,116.2,184.19,0.185,1.033,4,0.4,-8.31,-0.10,2.20
14011,2026-09-13T13:47:32.960Z,48.0563965,17.5633576,116.2,184.44,0.187,1.029,4,-0.1,-7.21,-0.24,2.20
14012,2026-09-13T13:47:33.000Z,48.0564059,17.5633814,116.2,184.68,0.184,1.012,4,-0.8,-6.04,-0.22,2.15
14013,2026-09-13T13:47:33.040Z,48.0564154,17.5634052,116.2,185.13,0.179,0.989,4,-0.9,-4.79,-0.06,2.16
14014,2026-09-13T13:47:33.080Z,48.0564249,17.5634290,116.2,185.55,0.189,0.991,4,-0.3,-3.70,-0.12,2.17
14015,2026-09-13T13:47:33.120Z,48.0564344,17.5634529,116.1,185.81,0.185,0.990,4,0.1,-2.58,0.14,2.05
14016,2026-09-13T13:47:33.160Z,48.0564438,17.5634768,116.1,186.03,0.186,1.000,4,-0.1,-1.64,0.43,1.79
14017,2026-09-13T13:47:33.200Z,48.0564533,17.5635007,116.1,186.23,0.191,1.016,4,-0.5,-1.40,0.40,1.49
14018,2026-09-13T13:47:33.240Z,48.0564628,17.5635247,116.1,186.48,0.182,1.019,4,-0.8,-1.26,0.42,1.23
14019,2026-09-13T13:47:33.280Z,48.0564724,17.5635487,116.1,186.74,0.170,1.009,4,-0.8,-1.69,0.07,1.49
14020,2026-09-13T13:47:33.320Z,48.0564819,17.5635727,116.1,187.05,0.167,1.000,4,-0.7,-2.13,-0.35,2.19
14021,2026-09-13T13:47:33.360Z,48.0564915,17.5635968,116.1,187.36,0.156,0.988,4,-0.8,-2.27,-0.78,2.83
14022,2026-09-13T13:47:33.400Z,48.0565010,17.5636209,116.1,187.57,0.153,0.990,4,-0.8,-1.53,-1.05,3.16
14023,2026-09-13T13:47:33.440Z,48.0565106,17.5636450,116.1,187.77,0.158,0.996,4,-0.9,-0.53,-1.39,3.05
14024,2026-09-13T13:47:33.480Z,48.0565203,17.5636692,116.1,188.37,0.162,1.010,4,-1.1,0.53,-1.09,2.34
14025,2026-09-13T13:47:33.520Z,48.0565300,17.5636934,116.1,188.61,0.166,1.019,4,-0.4,1.17,-1.01,1.55
14026,2026-09-13T13:47:33.560Z,48.0565396,17.5637177,116.1,188.85,0.180,1.033,4,-0.2,1.11,-1.08,1.08
14027,2026-09-13T13:47:33.600Z,48.0565493,17.5637419,116.1,189.09,0.185,1.033,4,-0.6,0.63,-0.60,1.15
14028,2026-09-13T13:47:33.640Z,48.0565590,17.5637663,116.1,189.32,0.189,1.022,4,-1.2,-0.06,-0.54,1.71
14029,2026-09-13T13:47:33.680Z,48.0565686,17.5637905,116.1,189.46,0.184,1.006,4,-1.6,-0.50,-0.31,2.26
14030,2026-09-13T13:47:33.720Z,48.0565783,17.5638150,116.1,189.68,0.163,0.982,4,-1.8,-0.61,0.29,2.63
14031,2026-09-13T13:47:33.760Z,48.0565880,17.5638393,116.1,190.00,0.158,0.979,4,-1.6,-0.43,0.27,2.53
14032,2026-09-13T13:47:33.800Z,48.0565978,17.5638637,116.1,190.34,0.147,0.977,4,-1.2,-0.11,0.00,2.25
14033,2026-09-13T13:47:33.840Z,48.0566075,17.5638881,116.1,190.40,0.146,0.989,4,-1.2,0.19,-0.14,1.91
14034,2026-09-13T13:47:33.880Z,48.0566174,17.5639126,116.1,190.82,0.161,1.012,4,-1.7,0.56,-0.86,1.75
14035,2026-09-13T13:47:33.920Z,48.0566272,17.5639372,116.1,191.07,0.176,1.029,4,-1.7,0.70,-1.11,1.80
14036,2026-09-13T13:47:33.960Z,48.0566370,17.5639618,116.1,191.46,0.164,1.014,4,-1.7,1.13,-0.68,2.00
14037,2026-09-13T13:47:34.000Z,48.0566468,17.5639863,116.1,191.71,0.159,1.001,4,-1.8,1.26,0.02,2.18
14038,2026-09-13T13:47:34.040Z,48.0566567,17.5640109,116.1,192.09,0.155,0.992,4,-1.1,1.33,0.27,2.17
14039,2026-09-13T13:47:34.080Z,48.0566667,17.5640355,116.1,192.27,0.133,0.957,4,-0.9,1.49,1.12,2.18
14040,2026-09-13T13:47:34.120Z,48.0566766,17.5640603,116.1,192.50,0.131,0.953,4,-1.1,1.95,0.59,2.00
14041,2026-09-13T13:47:34.160Z,48.0566864,17.5640849,116.1,192.81,0.139,0.965,4,-1.0,2.04,0.16,1.90
14042,2026-09-13T13:47:34.200Z,48.0566963,17.5641096,116.1,192.99,0.135,0.962,4,-1.2,2.38,-0.33,1.76
14043,2026-09-13T13:47:34.240Z,48.0567063,17.5641345,116.1,193.26,0.149,0.990,4,-1.2,2.55,-1.24,1.61
14044,2026-09-13T13:47:34.280Z,48.0567162,17.5641592,116.1,193.54,0.148,1.003,4,-1.4,2.77,-1.22,1.57
14045,2026-09-13T13:47:34.320Z,48.0567263,17.5641840,116.1,193.82,0.156,1.012,4,-1.3,2.25,-1.23,1.53
14046,2026-09-13T13:47:34.360Z,48.0567362,17.5642090,116.1,194.10,0.150,1.005,4,-1.2,2.15,-0.51,1.65
14047,2026-09-13T13:47:34.400Z,48.0567463,17.5642339,116.1,194.27,0.147,1.003,4,-0.6,1.74,-0.36,1.80
14048,2026-09-13T13:47:34.440Z,48.0567563,17.5642588,116.1,194.63,0.142,0.988,4,-1.0,1.20,0.13,2.00
14049,2026-09-13T13:47:34.480Z,48.0567664,17.5642837,116.1,194.92,0.151,0.989,4,-1.2,0.89,-0.17,2.26
14050,2026-09-13T13:47:34.520Z,48.0567763,17.5643087,116.1,195.11,0.154,0.992,4,-1.1,0.97,-0.52,2.52
14051,2026-09-13T13:47:34.560Z,48.0567865,17.5643337,116.1,195.19,0.156,1.001,4,-0.6,1.35,-1.06,2.72
14052,2026-09-13T13:47:34.600Z,48.0567964,17.5643587,116.1,195.43,0.162,1.005,4,-0.5,2.24,-1.52,2.77
14053,2026-09-13T13:47:34.640Z,48.0568066,17.5643838,116.1,195.78,0.160,1.017,4,0.0,4.07,-2.03,2.29
14054,2026-09-13T13:47:34.680Z,48.0568167,17.5644090,116.1,196.08,0.163,1.046,4,0.1,5.15,-2.54,1.46
14055,2026-09-13T13:47:34.720Z,48.0568268,17.5644340,116.1,196.35,0.168,1.064,4,0.7,5.20,-2.41,0.47
14056,2026-09-13T13:47:34.760Z,48.0568371,17.5644592,116.1,196.48,0.177,1.072,4,1.3,3.70,-2.15,-0.04
14057,2026-09-13T13:47:34.800Z,48.0568473,17.5644844,116.1,197.06,0.172,1.075,4,1.7,1.66,-1.53,0.17
14058,2026-09-13T13:47:34.840Z,48.0568573,17.5645096,116.1,197.32,0.166,1.062,4,2.3,-0.12,-0.73,1.37
14059,2026-09-13T13:47:34.880Z,48.0568675,17.5645349,116.1,197.18,0.149,1.059,4,2.2,-0.53,-0.06,2.66
14060,2026-09-13T13:47:34.920Z,48.0568775,17.5645601,116.1,197.34,0.130,1.076,4,1.3,0.16,-0.02,3.18
14061,2026-09-13T13:47:34.960Z,48.0568877,17.5645853,116.1,197.33,0.133,1.111,4,1.8,1.01,-0.16,2.75
14062,2026-09-13T13:47:35.000Z,48.0568979,17.5646106,116.1,197.71,0.144,1.130,4,3.0,1.04,-0.71,1.99
14063,2026-09-13T13:47:35.040Z,48.0569082,17.5646361,116.2,198.03,0.159,1.133,4,3.9,0.97,-1.33,1.07
14064,2026-09-13T13:47:35.080Z,48.0569184,17.5646614,116.2,198.46,0.161,1.102,4,3.0,0.60,-1.82,0.65
14065,2026-09-13T13:47:35.120Z,48.0569285,17.5646869,116.2,198.85,0.162,1.098,4,2.7,0.77,-1.92,0.68
14066,2026-09-13T13:47:35.160Z,48.0569387,17.5647124,116.2,198.96,0.134,1.091,4,3.2,1.15,-2.03,0.89
14067,2026-09-13T13:47:35.200Z,48.0569490,17.5647379,116.2,198.88,0.124,1.154,4,3.1,1.67,-2.19,0.68
14068,2026-09-13T13:47:35.240Z,48.0569591,17.5647633,116.3,198.89,0.118,1.219,4,2.8,1.66,-2.15,0.59
14069,2026-09-13T13:47:35.280Z,48.0569693,17.5647890,116.3,199.24,0.126,1.285,4,3.0,0.94,-2.62,0.58
14070,2026-09-13T13:47:35.320Z,48.0569795,17.5648145,116.4,199.56,0.142,1.327,4,3.7,-0.15,-2.75,0.85
14071,2026-09-13T13:47:35.360Z,48.0569897,17.5648401,116.4,199.74,0.151,1.318,4,3.0,-0.05,-3.03,1.30
14072,2026-09-13T13:47:35.400Z,48.0570000,17.5648659,116.4,200.14,0.162,1.275,4,2.2,0.19,-2.60,1.75
14073,2026-09-13T13:47:35.440Z,48.0570102,17.5648916,116.5,200.34,0.172,1.234,4,2.0,0.72,-1.75,1.76
14074,2026-09-13T13:47:35.480Z,48.0570203,17.5649173,116.5,200.16,0.166,1.153,4,2.2,1.06,-0.44,1.60
14075,2026-09-13T13:47:35.520Z,48.0570305,17.5649430,116.6,200.37,0.160,1.073,4,2.5,1.20,0.10,1.35
14076,2026-09-13T13:47:35.560Z,48.0570408,17.5649688,116.6,200.83,0.162,1.029,4,2.6,1.15,1.16,1.28
14077,2026-09-13T13:47:35.600Z,48.0570511,17.5649948,116.7,201.46,0.133,0.958,4,3.2,0.99,1.35,1.26
14078,2026-09-13T13:47:35.640Z,48.0570614,17.5650207,116.7,201.27,0.125,0.941,4,3.8,0.50,0.93,1.25
14079,2026-09-13T13:47:35.680Z,48.0570716,17.5650466,116.8,201.49,0.125,0.980,4,2.8,0.67,0.51,1.27
14080,2026-09-13T13:47:35.720Z,48.0570818,17.5650725,116.8,201.51,0.109,1.008,4,2.5,0.93,0.09,1.14
14081,2026-09-13T13:47:35.760Z,48.0570921,17.5650984,116.9,201.47,0.095,1.038,4,2.6,0.96,-0.72,0.89
14082,2026-09-13T13:47:35.800Z,48.0571022,17.5651243,117.0,201.79,0.104,1.103,4,2.3,0.77,-1.53,0.95
14083,2026-09-13T13:47:35.840Z,48.0571126,17.5651505,117.0,202.31,0.089,1.119,4,1.9,0.61,-1.74,1.15
14084,2026-09-13T13:47:35.880Z,48.0571229,17.5651766,117.1,202.55,0.092,1.160,4,2.2,-0.01,-2.60,1.18
14085,2026-09-13T13:47:35.920Z,48.0571332,17.5652025,117.1,202.61,0.103,1.220,4,2.1,-0.25,-2.46,1.24
14086,2026-09-13T13:47:35.960Z,48.0571435,17.5652286,117.2,202.57,0.113,1.252,4,2.4,-0.39,-2.51,1.18
14087,2026-09-13T13:47:36.000Z,48.0571537,17.5652547,117.3,202.60,0.116,1.249,4,2.3,-0.20,-2.09,1.17
14088,2026-09-13T13:47:36.040Z,48.0571639,17.5652809,117.4,203.08,0.132,1.232,4,1.0,-0.24,-2.07,1.24
14089,2026-09-13T13:47:36.080Z,48.0571743,17.5653070,117.5,203.57,0.140,1.154,4,0.1,-0.30,-0.97,1.41
14090,2026-09-13T13:47:36.120Z,48.0571844,17.5653332,117.5,203.53,0.141,1.054,4,0.4,-0.70,0.44,1.56
14091,2026-09-13T13:47:36.160Z,48.0571947,17.5653593,117.6,203.33,0.138,0.957,4,0.6,-1.27,1.80,1.67
14092,2026-09-13T13:47:36.200Z,48.0572050,17.5653857,117.7,203.66,0.138,0.885,4,0.3,-1.81,2.92,1.66
14093,2026-09-13T13:47:36.240Z,48.0572154,17.5654119,117.7,204.01,0.124,0.830,4,1.0,-2.10,3.57,1.70
14094,2026-09-13T13:47:36.280Z,48.0572257,17.5654383,117.8,204.21,0.106,0.805,4,1.4,-2.24,3.42,1.70
14095,2026-09-13T13:47:36.320Z,48.0572360,17.5654645,117.8,204.35,0.105,0.818,4,0.7,-2.14,2.64,1.67
14096,2026-09-13T13:47:36.360Z,48.0572463,17.5654909,117.9,204.19,0.103,0.841,4,-0.3,-1.38,2.09,1.80
14097,2026-09-13T13:47:36.400Z,48.0572567,17.5655172,117.9,204.62,0.099,0.856,4,-0.7,-0.44,1.46,2.04
14098,2026-09-13T13:47:36.440Z,48.0572670,17.5655436,118.0,204.81,0.099,0.883,4,0.2,0.66,1.49,2.37
14099,2026-09-13T13:47:36.480Z,48.0572773,17.5655700,118.1,204.72,0.093,0.903,4,0.2,1.83,1.91,2.69
14100,2026-09-13T13:47:36.520Z,48.0572877,17.5655964,118.1,204.84,0.046,0.889,4,-0.6,3.10,2.85,3.09
14101,2026-09-13T13:47:36.560Z,48.0572980,17.5656227,118.2,204.85,-0.042,0.869,4,-1.1,3.91,4.11,3.29
14102,2026-09-13T13:47:36.600Z,48.0573083,17.5656488,118.2,204.15,-0.167,0.840,4,-0.8,4.08,5.29,3.27
14103,2026-09-13T13:47:36.640Z,48.0573185,17.5656749,118.2,203.50,-0.291,0.836,4,-1.0,3.85,5.43,3.26
14104,2026-09-13T13:47:36.680Z,48.0573287,17.5657010,118.3,202.66,-0.384,0.864,4,-1.0,2.85,4.81,3.28
14105,2026-09-13T13:47:36.720Z,48.0573387,17.5657268,118.3,201.96,-0.444,0.902,4,-0.9,1.83,3.89,3.18
14106,2026-09-13T13:47:36.760Z,48.0573490,17.5657527,118.4,201.61,-0.478,0.934,4,-1.2,1.16,3.76,2.83
14107,2026-09-13T13:47:36.800Z,48.0573592,17.5657786,118.4,201.38,-0.501,0.944,4,-1.1,0.70,3.73,2.62
14108,2026-09-13T13:47:36.840Z,48.0573693,17.5658042,118.5,200.65,-0.531,0.908,4,-0.8,0.61,4.65,2.58
14109,2026-09-13T13:47:36.880Z,48.0573793,17.5658296,118.5,199.58,-0.586,0.863,4,-0.7,1.04,6.22,2.87
14110,2026-09-13T13:47:36.920Z,48.0573892,17.5658551,118.5,198.45,-0.654,0.803,4,-1.0,1.26,7.64,3.63
14111,2026-09-13T13:47:36.960Z,48.0573991,17.5658804,118.5,197.75,-0.721,0.761,4,-1.0,2.46,7.96,4.19
14112,2026-09-13T13:47:37.000Z,48.0574090,17.5659055,118.6,196.52,-0.787,0.741,4,-0.4,3.60,8.03,4.57
14113,2026-09-13T13:47:37.040Z,48.0574188,17.5659305,118.6,195.49,-0.817,0.784,4,-0.6,4.99,6.56,4.30
14114,2026-09-13T13:47:37.080Z,48.0574286,17.5659553,118.6,194.47,-0.820,0.821,4,0.1,5.65,4.10,3.14
14115,2026-09-13T13:47:37.120Z,48.0574383,17.5659799,118.6,193.37,-0.828,0.868,4,0.9,5.96,2.32,1.68
14116,2026-09-13T13:47:37.160Z,48.0574480,17.5660044,118.7,192.37,-0.834,0.885,4,1.6,5.48,1.29,0.67
14117,2026-09-13T13:47:37.200Z,48.0574576,17.5660289,118.7,191.50,-0.833,0.882,4,1.4,5.40,0.39,0.14
14118,2026-09-13T13:47:37.240Z,48.0574672,17.5660533,118.7,190.54,-0.851,0.853,4,0.7,5.24,0.81,0.65
14119,2026-09-13T13:47:37.280Z,48.0574766,17.5660775,118.7,189.18,-0.859,0.826,4,0.6,5.29,1.54,1.73
14120,2026-09-13T13:47:37.320Z,48.0574860,17.5661014,118.7,188.15,-0.855,0.804,4,0.8,5.45,1.70,2.57
14121,2026-09-13T13:47:37.360Z,48.0574953,17.5661254,118.7,187.18,-0.815,0.814,4,1.2,5.73,0.88,2.85
14122,2026-09-13T13:47:37.400Z,48.0575046,17.5661491,118.7,185.93,-0.806,0.776,4,0.9,5.73,2.06,2.86
14123,2026-09-13T13:47:37.440Z,48.0575138,17.5661728,118.8,184.92,-0.803,0.727,4,1.3,5.41,1.48,2.16
14124,2026-09-13T13:47:37.480Z,48.0575230,17.5661963,118.8,183.87,-0.795,0.737,4,1.4,5.12,1.02,1.21
14125,2026-09-13T13:47:37.520Z,48.0575320,17.5662195,118.7,182.40,-0.814,0.732,4,2.0,4.67,1.45,0.90
14126,2026-09-13T13:47:37.560Z,48.0575410,17.5662426,118.8,181.20,-0.824,0.768,4,2.3,3.59,0.38,0.89
14127,2026-09-13T13:47:37.600Z,48.0575499,17.5662656,118.8,180.08,-0.802,0.859,4,2.0,2.75,-0.63,0.84
14128,2026-09-13T13:47:37.640Z,48.0575588,17.5662885,118.8,179.22,-0.803,0.896,4,2.2,2.08,-0.55,1.03
14129,2026-09-13T13:47:37.680Z,48.0575678,17.5663113,118.8,178.40,-0.800,0.909,4,2.5,1.52,-0.57,1.18
14130,2026-09-13T13:47:37.720Z,48.0575767,17.5663342,118.8,177.80,-0.783,0.931,4,2.7,1.75,-1.10,1.32
14131,2026-09-13T13:47:37.760Z,48.0575854,17.5663568,118.8,176.83,-0.769,0.942,4,2.5,2.78,-0.22,1.53
14132,2026-09-13T13:47:37.800Z,48.0575941,17.5663793,118.8,175.75,-0.765,0.923,4,1.9,3.10,-0.04,1.62
14133,2026-09-13T13:47:37.840Z,48.0576028,17.5664017,118.8,174.81,-0.743,0.934,4,1.7,2.84,0.27,1.17
14134,2026-09-13T13:47:37.880Z,48.0576115,17.5664239,118.8,173.89,-0.737,0.905,4,2.2,2.15,0.98,0.76
14135,2026-09-13T13:47:37.920Z,48.0576201,17.5664461,118.8,173.16,-0.742,0.860,4,3.1,0.33,1.38,0.50
14136,2026-09-13T13:47:37.960Z,48.0576287,17.5664682,118.8,172.37,-0.748,0.825,4,2.7,-1.15,1.79,0.69
14137,2026-09-13T13:47:38.000Z,48.0576371,17.5664902,118.8,171.41,-0.765,0.778,4,2.4,-2.14,1.71,1.27
14138,2026-09-13T13:47:38.040Z,48.0576455,17.5665118,118.8,170.28,-0.769,0.779,4,1.7,-2.15,1.16,1.98
14139,2026-09-13T13:47:38.080Z,48.0576538,17.5665336,118.7,169.15,-0.773,0.802,4,1.4,-1.53,0.70,2.54
14140,2026-09-13T13:47:38.120Z,48.0576621,17.5665551,118.7,168.04,-0.761,0.833,4,1.4,-0.55,0.13,2.41
14141,2026-09-13T13:47:38.160Z,48.0576704,17.5665765,118.7,167.06,-0.755,0.858,4,1.2,0.03,0.03,1.66
14142,2026-09-13T13:47:38.200Z,48.0576786,17.5665979,118.7,166.29,-0.748,0.887,4,1.2,-0.03,0.05,0.73
14143,2026-09-13T13:47:38.240Z,48.0576868,17.5666191,118.7,165.29,-0.742,0.904,4,1.6,-0.70,0.26,0.05
14144,2026-09-13T13:47:38.280Z,48.0576949,17.5666401,118.7,164.17,-0.755,0.896,4,1.6,-1.56,0.65,-0.03
14145,2026-09-13T13:47:38.320Z,48.0577029,17.5666610,118.7,163.28,-0.744,0.920,4,1.3,-2.28,0.66,0.35
14146,2026-09-13T13:47:38.360Z,48.0577110,17.5666819,118.7,162.41,-0.737,0.910,4,1.0,-2.88,0.80,1.18
14147,2026-09-13T13:47:38.400Z,48.0577190,17.5667027,118.6,161.83,-0.738,0.906,4,0.7,-2.70,1.40,2.04
14148,2026-09-13T13:47:38.440Z,48.0577270,17.5667233,118.6,160.90,-0.759,0.875,4,1.1,-1.80,2.12,2.56
14149,2026-09-13T13:47:38.480Z,48.0577349,17.5667438,118.6,159.90,-0.758,0.860,4,1.2,-1.40,1.95,2.55
14150,2026-09-13T13:47:38.520Z,48.0577427,17.5667642,118.6,158.87,-0.783,0.838,4,1.1,-1.22,2.32,2.21
14151,2026-09-13T13:47:38.560Z,48.0577505,17.5667844,118.5,157.84,-0.801,0.827,4,1.3,-1.14,1.82,1.56
14152,2026-09-13T13:47:38.600Z,48.0577583,17.5668045,118.5,156.90,-0.793,0.847,4,1.3,-1.59,1.15,0.97
14153,2026-09-13T13:47:38.640Z,48.0577659,17.5668245,118.5,155.89,-0.784,0.859,4,1.1,-1.92,0.62,0.66
14154,2026-09-13T13:47:38.680Z,48.0577736,17.5668444,118.5,155.24,-0.769,0.883,4,0.9,-1.70,0.30,0.55
14155,2026-09-13T13:47:38.720Z,48.0577812,17.5668643,118.5,154.44,-0.754,0.886,4,0.7,-1.26,-0.05,0.74
14156,2026-09-13T13:47:38.760Z,48.0577888,17.5668840,118.4,153.55,-0.738,0.912,4,0.4,-0.91,0.04,1.03
14157,2026-09-13T13:47:38.800Z,48.0577963,17.5669035,118.4,152.44,-0.745,0.870,4,0.4,-0.56,0.59,1.20
14158,2026-09-13T13:47:38.840Z,48.0578037,17.5669230,118.4,151.52,-0.732,0.868,4,0.5,-0.83,0.34,1.12
14159,2026-09-13T13:47:38.880Z,48.0578111,17.5669423,118.3,150.48,-0.730,0.846,4,0.5,-1.43,1.01,1.04
14160,2026-09-13T13:47:38.920Z,48.0578185,17.5669615,118.3,149.61,-0.744,0.811,4,0.5,-2.31,0.87,1.13
14161,2026-09-13T13:47:38.960Z,48.0578258,17.5669806,118.3,148.88,-0.742,0.821,4,0.2,-3.14,0.79,1.41
14162,2026-09-13T13:47:39.000Z,48.0578331,17.5669996,118.2,148.12,-0.752,0.819,4,0.2,-3.72,0.05,1.91
14163,2026-09-13T13:47:39.040Z,48.0578404,17.5670185,118.2,147.34,-0.749,0.846,4,0.4,-3.85,-0.76,2.38
14164,2026-09-13T13:47:39.080Z,48.0578476,17.5670373,118.2,146.35,-0.732,0.895,4,0.1,-3.29,-1.31,2.55
14165,2026-09-13T13:47:39.120Z,48.0578547,17.5670560,118.2,145.49,-0.722,0.912,4,0.2,-2.48,-1.01,2.34
14166,2026-09-13T13:47:39.160Z,48.0578619,17.5670746,118.1,145.04,-0.704,0.927,4,-0.1,-1.58,-0.99,1.74
14167,2026-09-13T13:47:39.200Z,48.0578689,17.5670932,118.1,144.50,-0.682,0.941,4,-0.1,-1.18,-0.15,1.09
14168,2026-09-13T13:47:39.240Z,48.0578761,17.5671116,118.0,143.58,-0.698,0.894,4,0.3,-1.38,0.93,0.72
14169,2026-09-13T13:47:39.280Z,48.0578831,17.5671298,118.0,142.48,-0.686,0.894,4,0.4,-2.14,0.67,0.52
14170,2026-09-13T13:47:39.320Z,48.0578900,17.5671478,118.0,141.57,-0.679,0.900,4,0.0,-3.04,0.99,0.75
14171,2026-09-13T13:47:39.360Z,48.0578969,17.5671659,117.9,140.62,-0.686,0.876,4,-0.1,-3.87,0.91,1.21
14172,2026-09-13T13:47:39.400Z,48.0579038,17.5671839,117.9,139.80,-0.668,0.898,4,-0.6,-4.17,0.42,1.63
14173,2026-09-13T13:47:39.440Z,48.0579106,17.5672016,117.9,138.97,-0.656,0.906,4,-0.8,-3.89,0.30,2.00
14174,2026-09-13T13:47:39.480Z,48.0579174,17.5672195,117.8,138.49,-0.652,0.900,4,-0.7,-3.45,0.40,2.15
14175,2026-09-13T13:47:39.520Z,48.0579242,17.5672372,117.8,137.61,-0.646,0.889,4,-0.4,-2.99,0.52,2.17
14176,2026-09-13T13:47:39.560Z,48.0579309,17.5672547,117.7,136.70,-0.632,0.895,4,-0.2,-2.66,0.65,2.09
14177,2026-09-13T13:47:39.600Z,48.0579376,17.5672722,117.7,135.94,-0.643,0.874,4,-0.2,-2.45,1.09,2.03
14178,2026-09-13T13:47:39.640Z,48.0579443,17.5672895,117.7,135.12,-0.656,0.868,4,-0.1,-2.51,1.13,2.12
14179,2026-09-13T13:47:39.680Z,48.0579510,17.5673067,117.6,134.18,-0.674,0.871,4,0.1,-2.14,1.21,2.34
14180,2026-09-13T13:47:39.720Z,48.0579576,17.5673238,117.6,133.61,-0.691,0.873,4,0.6,-1.66,0.55,2.51
14181,2026-09-13T13:47:39.760Z,48.0579641,17.5673408,117.5,132.61,-0.697,0.899,4,0.9,-0.90,-0.26,2.62
14182,2026-09-13T13:47:39.800Z,48.0579705,17.5673578,117.5,131.77,-0.703,0.901,4,-0.4,-0.02,-0.90,2.66
14183,2026-09-13T13:47:39.840Z,48.0579770,17.5673746,117.5,131.13,-0.678,0.938,4,-0.6,0.97,-2.25,2.29
14184,2026-09-13T13:47:39.880Z,48.0579836,17.5673913,117.4,130.46,-0.658,0.968,4,0.1,1.76,-2.94,1.91
14185,2026-09-13T13:47:39.920Z,48.0579899,17.5674079,117.4,129.62,-0.644,1.000,4,1.5,2.38,-3.37,1.64
14186,2026-09-13T13:47:39.960Z,48.0579963,17.5674243,117.3,128.64,-0.621,1.035,4,1.8,2.98,-3.40,1.49
14187,2026-09-13T13:47:40.000Z,48.0580026,17.5674408,117.3,127.98,-0.605,1.057,4,1.0,3.65,-3.05,1.50
14188,2026-09-13T13:47:40.040Z,48.0580089,17.5674572,117.3,127.45,-0.611,1.047,4,0.0,4.48,-2.07,1.82
14189,2026-09-13T13:47:40.080Z,48.0580152,17.5674736,117.3,126.96,-0.601,1.037,4,-0.4,5.56,-1.30,2.08
14190,2026-09-13T13:47:40.120Z,48.0580214,17.5674898,117.2,126.28,-0.594,1.007,4,0.4,6.94,-0.25,2.26
