Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
19714,2026-09-12T12:44:38.640Z,48.0536788,17.5656612,117.2,137.93,0.181,-0.032,1.216,5,-4.42,-3.90,-5.45
19715,2026-09-12T12:44:38.680Z,48.0536709,17.5656443,117.2,138.11,0.174,-0.008,1.181,5,-5.36,-4.12,-5.70
19716,2026-09-12T12:44:38.720Z,48.0536631,17.5656273,117.2,138.37,0.187,-0.014,1.186,5,-7.21,-4.53,-6.02
19717,2026-09-12T12:44:38.760Z,48.0536553,17.5656102,117.2,138.42,0.181,-0.017,1.170,5,-9.15,-4.54,-6.20
19718,2026-09-12T12:44:38.800Z,48.0536476,17.5655930,117.2,138.79,0.184,-0.021,1.178,5,-11.04,-4.59,-6.13
19719,2026-09-12T12:44:38.840Z,48.0536399,17.5655756,117.2,139.17,0.197,-0.039,1.200,5,-13.15,-4.50,-5.46
19720,2026-09-12T12:44:38.880Z,48.0536323,17.5655583,117.2,139.40,0.196,-0.053,1.206,5,-14.77,-4.17,-4.26
19721,2026-09-12T12:44:38.920Z,48.0536247,17.5655407,117.2,139.65,0.189,-0.052,1.191,5,-14.95,-3.47,-3.07
19722,2026-09-12T12:44:38.960Z,48.0536172,17.5655231,117.2,139.87,0.181,-0.051,1.162,5,-13.95,-2.54,-1.67
19723,2026-09-12T12:44:39.000Z,48.0536097,17.5655054,117.2,140.04,0.171,-0.059,1.106,5,-11.95,-1.33,-0.54
19724,2026-09-12T12:44:39.040Z,48.0536023,17.5654876,117.2,140.33,0.167,-0.052,1.059,5,-9.01,-0.53,0.15
19725,2026-09-12T12:44:39.080Z,48.0535949,17.5654698,117.2,140.59,0.159,-0.033,1.023,5,-5.10,0.07,0.22
19726,2026-09-12T12:44:39.120Z,48.0535875,17.5654519,117.2,140.77,0.148,-0.019,0.998,5,-1.63,-0.04,-0.18
19727,2026-09-12T12:44:39.160Z,48.0535801,17.5654340,117.2,140.91,0.133,0.003,0.982,5,1.98,-0.68,-1.30
19728,2026-09-12T12:44:39.200Z,48.0535728,17.5654160,117.2,140.98,0.127,0.015,0.989,5,5.06,-1.63,-2.82
19729,2026-09-12T12:44:39.240Z,48.0535656,17.5653980,117.2,141.04,0.111,0.019,1.000,5,7.55,-2.56,-4.30
19730,2026-09-12T12:44:39.280Z,48.0535584,17.5653799,117.2,141.20,0.111,0.018,1.050,5,9.26,-3.65,-5.61
19731,2026-09-12T12:44:39.320Z,48.0535512,17.5653616,117.2,141.41,0.110,0.006,1.094,5,10.09,-4.60,-6.48
19732,2026-09-12T12:44:39.360Z,48.0535442,17.5653433,117.2,141.70,0.108,-0.005,1.134,5,10.50,-5.02,-6.81
19733,2026-09-12T12:44:39.400Z,48.0535371,17.5653249,117.2,141.97,0.114,-0.012,1.169,5,10.51,-5.07,-6.72
19734,2026-09-12T12:44:39.440Z,48.0535302,17.5653064,117.2,142.14,0.099,-0.010,1.175,5,10.31,-4.90,-6.12
19735,2026-09-12T12:44:39.480Z,48.0535233,17.5652878,117.2,142.24,0.082,-0.024,1.150,5,9.72,-4.01,-5.70
19736,2026-09-12T12:44:39.520Z,48.0535164,17.5652692,117.2,142.25,0.079,-0.016,1.138,5,9.35,-3.51,-5.42
19737,2026-09-12T12:44:39.560Z,48.0535097,17.5652506,117.2,142.34,0.086,-0.021,1.142,5,8.78,-3.09,-5.55
19738,2026-09-12T12:44:39.600Z,48.0535029,17.5652318,117.2,142.44,0.070,-0.024,1.135,5,8.06,-2.67,-5.50
19739,2026-09-12T12:44:39.640Z,48.0534963,17.5652130,117.2,142.60,0.063,-0.033,1.159,5,7.20,-2.42,-5.39
19740,2026-09-12T12:44:39.680Z,48.0534897,17.5651942,117.2,142.54,0.011,-0.036,1.162,5,6.92,-1.12,-5.12
19741,2026-09-12T12:44:39.720Z,48.0534834,17.5651753,117.2,142.42,-0.057,-0.037,1.171,5,6.23,0.44,-4.21
19742,2026-09-12T12:44:39.760Z,48.0534769,17.5651564,117.2,141.99,-0.157,-0.035,1.149,5,5.76,2.14,-3.21
19743,2026-09-12T12:44:39.800Z,48.0534707,17.5651376,117.2,141.36,-0.246,-0.024,1.172,5,5.65,3.67,-2.46
19744,2026-09-12T12:44:39.840Z,48.0534646,17.5651190,117.2,140.50,-0.357,0.005,1.171,5,5.78,5.63,-2.58
19745,2026-09-12T12:44:39.880Z,48.0534585,17.5651001,117.2,140.12,-0.450,0.045,1.168,5,5.41,6.55,-3.33
19746,2026-09-12T12:44:39.920Z,48.0534526,17.5650815,117.2,139.27,-0.557,0.068,1.181,5,4.28,7.06,-4.96
19747,2026-09-12T12:44:39.960Z,48.0534467,17.5650631,117.2,137.95,-0.661,0.074,1.172,5,1.75,6.52,-6.46
19748,2026-09-12T12:44:40.000Z,48.0534411,17.5650447,117.2,136.70,-0.709,0.033,1.171,5,-1.15,4.60,-7.26
19749,2026-09-12T12:44:40.040Z,48.0534355,17.5650264,117.2,135.84,-0.722,-0.031,1.171,5,-3.65,2.35,-6.57
19750,2026-09-12T12:44:40.080Z,48.0534301,17.5650080,117.2,135.34,-0.735,-0.077,1.143,5,-3.92,0.78,-4.57
19751,2026-09-12T12:44:40.120Z,48.0534248,17.5649895,117.2,134.97,-0.716,-0.072,1.082,5,-2.43,-0.65,-2.32
19752,2026-09-12T12:44:40.160Z,48.0534196,17.5649713,117.1,134.10,-0.706,-0.018,1.047,5,0.11,-1.52,-1.34
19753,2026-09-12T12:44:40.200Z,48.0534143,17.5649532,117.1,132.86,-0.710,0.056,1.009,5,1.92,-2.55,-2.27
19754,2026-09-12T12:44:40.240Z,48.0534092,17.5649352,117.1,131.72,-0.681,0.103,1.010,5,2.42,-4.28,-4.53
19755,2026-09-12T12:44:40.280Z,48.0534041,17.5649174,117.1,130.93,-0.658,0.097,1.020,5,1.32,-6.00,-7.01
19756,2026-09-12T12:44:40.320Z,48.0533993,17.5648995,117.1,130.41,-0.621,0.062,1.073,5,-0.36,-7.75,-8.36
19757,2026-09-12T12:44:40.360Z,48.0533945,17.5648814,117.1,129.93,-0.591,0.040,1.126,5,-1.79,-8.79,-8.36
19758,2026-09-12T12:44:40.400Z,48.0533899,17.5648637,117.1,129.21,-0.571,0.011,1.174,5,-3.23,-8.84,-7.47
19759,2026-09-12T12:44:40.440Z,48.0533854,17.5648459,117.1,128.44,-0.585,-0.004,1.181,5,-4.16,-7.46,-6.01
19760,2026-09-12T12:44:40.480Z,48.0533809,17.5648281,117.1,127.65,-0.570,0.010,1.196,5,-4.47,-6.34,-4.96
19761,2026-09-12T12:44:40.520Z,48.0533766,17.5648105,117.1,126.86,-0.605,0.017,1.157,5,-5.00,-4.52,-4.54
19762,2026-09-12T12:44:40.560Z,48.0533723,17.5647929,117.2,126.08,-0.620,0.006,1.126,5,-5.62,-3.07,-4.69
19763,2026-09-12T12:44:40.600Z,48.0533682,17.5647755,117.2,125.22,-0.626,0.007,1.101,5,-5.85,-2.20,-5.06
19764,2026-09-12T12:44:40.640Z,48.0533641,17.5647581,117.2,124.42,-0.621,0.007,1.096,5,-6.11,-2.17,-5.45
19765,2026-09-12T12:44:40.680Z,48.0533601,17.5647407,117.2,123.72,-0.624,-0.006,1.084,5,-6.30,-2.11,-5.63
19766,2026-09-12T12:44:40.720Z,48.0533563,17.5647233,117.2,123.06,-0.610,-0.005,1.091,5,-5.91,-2.32,-5.44
19767,2026-09-12T12:44:40.760Z,48.0533525,17.5647062,117.2,122.21,-0.604,-0.005,1.085,5,-5.38,-2.49,-5.01
19768,2026-09-12T12:44:40.800Z,48.0533488,17.5646891,117.1,121.49,-0.610,-0.004,1.082,5,-4.53,-2.76,-4.59
19769,2026-09-12T12:44:40.840Z,48.0533451,17.5646721,117.1,120.69,-0.620,0.001,1.056,5,-3.57,-3.10,-4.55
19770,2026-09-12T12:44:40.880Z,48.0533416,17.5646551,117.1,119.96,-0.621,0.001,1.057,5,-2.98,-3.67,-4.74
19771,2026-09-12T12:44:40.920Z,48.0533381,17.5646382,117.1,119.01,-0.631,0.008,1.046,5,-2.49,-4.17,-5.19
19772,2026-09-12T12:44:40.960Z,48.0533348,17.5646214,117.1,118.22,-0.625,0.010,1.057,5,-2.22,-5.25,-5.74
19773,2026-09-12T12:44:41.000Z,48.0533315,17.5646047,117.1,117.50,-0.629,-0.004,1.051,5,-2.45,-5.09,-5.92
19774,2026-09-12T12:44:41.040Z,48.0533282,17.5645880,117.1,116.94,-0.624,-0.003,1.083,5,-2.54,-5.32,-5.89
19775,2026-09-12T12:44:41.080Z,48.0533253,17.5645713,117.1,116.29,-0.629,0.000,1.073,5,-2.54,-4.89,-5.62
19776,2026-09-12T12:44:41.120Z,48.0533223,17.5645548,117.1,115.75,-0.612,-0.005,1.096,5,-3.27,-4.16,-5.14
19777,2026-09-12T12:44:41.160Z,48.0533194,17.5645384,117.2,115.01,-0.596,0.019,1.105,5,-3.78,-3.38,-4.86
19778,2026-09-12T12:44:41.200Z,48.0533166,17.5645220,117.2,114.23,-0.588,0.050,1.088,5,-4.33,-3.16,-4.86
19779,2026-09-12T12:44:41.240Z,48.0533138,17.5645057,117.2,113.49,-0.566,0.051,1.079,5,-5.78,-2.37,-4.72
19780,2026-09-12T12:44:41.280Z,48.0533110,17.5644895,117.2,112.87,-0.565,0.045,1.038,5,-5.65,-2.59,-4.93
19781,2026-09-12T12:44:41.320Z,48.0533084,17.5644734,117.1,112.22,-0.568,0.023,1.022,5,-4.53,-3.18,-4.70
19782,2026-09-12T12:44:41.360Z,48.0533059,17.5644573,117.1,111.42,-0.572,-0.008,1.021,5,-2.31,-3.18,-4.31
19783,2026-09-12T12:44:41.400Z,48.0533035,17.5644413,117.1,110.72,-0.574,-0.023,1.030,5,1.27,-3.70,-4.16
19784,2026-09-12T12:44:41.440Z,48.0533012,17.5644254,117.1,110.12,-0.586,-0.018,1.051,5,5.34,-3.01,-3.76
19785,2026-09-12T12:44:41.480Z,48.0532989,17.5644095,117.1,109.49,-0.595,0.013,1.043,5,8.36,-2.19,-4.16
19786,2026-09-12T12:44:41.520Z,48.0532966,17.5643938,117.1,108.64,-0.618,0.051,1.011,5,10.38,-1.71,-5.28
19787,2026-09-12T12:44:41.560Z,48.0532944,17.5643783,117.1,107.56,-0.659,0.098,0.987,5,10.75,-1.45,-7.23
19788,2026-09-12T12:44:41.600Z,48.0532923,17.5643629,117.1,106.48,-0.672,0.104,1.009,5,8.36,-2.58,-9.19
19789,2026-09-12T12:44:41.640Z,48.0532903,17.5643475,117.1,105.74,-0.681,0.071,1.007,5,5.24,-3.83,-10.70
19790,2026-09-12T12:44:41.680Z,48.0532885,17.5643321,117.1,105.26,-0.667,0.021,1.067,5,1.74,-5.10,-10.32
19791,2026-09-12T12:44:41.720Z,48.0532868,17.5643168,117.1,104.80,-0.656,-0.017,1.098,5,-1.43,-5.46,-8.78
19792,2026-09-12T12:44:41.760Z,48.0532850,17.5643016,117.1,104.08,-0.633,-0.041,1.121,5,-3.27,-5.05,-6.44
19793,2026-09-12T12:44:41.800Z,48.0532835,17.5642866,117.1,102.95,-0.637,-0.033,1.122,5,-3.29,-3.58,-4.60
19794,2026-09-12T12:44:41.840Z,48.0532819,17.5642717,117.1,101.98,-0.651,-0.010,1.098,5,-2.43,-2.78,-3.94
19795,2026-09-12T12:44:41.880Z,48.0532804,17.5642569,117.1,101.11,-0.662,0.011,1.073,5,-1.06,-2.01,-4.31
19796,2026-09-12T12:44:41.920Z,48.0532790,17.5642423,117.1,100.15,-0.674,0.020,1.054,5,0.45,-1.54,-5.26
19797,2026-09-12T12:44:41.960Z,48.0532777,17.5642277,117.1,99.45,-0.699,0.022,1.028,5,1.79,-2.06,-6.29
19798,2026-09-12T12:44:42.000Z,48.0532765,17.5642132,117.1,98.80,-0.708,0.016,1.011,5,2.89,-2.98,-6.95
19799,2026-09-12T12:44:42.040Z,48.0532753,17.5641989,117.1,97.75,-0.704,0.000,1.029,5,3.45,-3.17,-6.87
19800,2026-09-12T12:44:42.080Z,48.0532743,17.5641846,117.1,96.93,-0.707,0.010,1.019,5,5.02,-4.38,-6.64
19801,2026-09-12T12:44:42.120Z,48.0532733,17.5641705,117.1,96.20,-0.681,0.004,1.053,5,6.06,-5.66,-6.48
19802,2026-09-12T12:44:42.160Z,48.0532724,17.5641565,117.1,95.19,-0.685,-0.008,1.051,5,7.58,-5.14,-5.93
19803,2026-09-12T12:44:42.200Z,48.0532716,17.5641426,117.1,94.36,-0.696,0.005,1.032,5,9.57,-5.36,-5.80
19804,2026-09-12T12:44:42.240Z,48.0532709,17.5641288,117.1,93.66,-0.692,0.013,1.051,5,11.36,-5.82,-6.23
19805,2026-09-12T12:44:42.280Z,48.0532702,17.5641151,117.1,92.69,-0.712,0.023,1.042,5,12.46,-5.89,-6.83
19806,2026-09-12T12:44:42.320Z,48.0532696,17.5641016,117.1,91.86,-0.730,0.046,1.053,5,12.90,-6.78,-7.96
19807,2026-09-12T12:44:42.360Z,48.0532690,17.5640882,117.1,90.93,-0.708,0.058,1.099,5,12.60,-8.56,-9.74
19808,2026-09-12T12:44:42.400Z,48.0532686,17.5640749,117.1,90.14,-0.694,0.043,1.124,5,11.23,-9.13,-10.74
19809,2026-09-12T12:44:42.440Z,48.0532682,17.5640616,117.1,89.48,-0.679,0.026,1.140,5,9.90,-9.54,-11.11
19810,2026-09-12T12:44:42.480Z,48.0532680,17.5640484,117.1,88.81,-0.658,-0.003,1.165,5,9.06,-8.98,-10.85
19811,2026-09-12T12:44:42.520Z,48.0532680,17.5640355,117.1,88.00,-0.663,-0.016,1.145,5,8.97,-7.75,-9.49
19812,2026-09-12T12:44:42.560Z,48.0532680,17.5640226,117.1,87.26,-0.662,-0.011,1.117,5,9.16,-7.02,-8.15
19813,2026-09-12T12:44:42.600Z,48.0532680,17.5640098,117.1,86.19,-0.663,-0.001,1.088,5,9.88,-6.68,-7.78
19814,2026-09-12T12:44:42.640Z,48.0532680,17.5639973,117.1,85.29,-0.663,0.010,1.052,5,10.74,-6.72,-8.03
19815,2026-09-12T12:44:42.680Z,48.0532682,17.5639847,117.1,84.73,-0.655,0.031,1.037,5,11.61,-7.16,-8.63
19816,2026-09-12T12:44:42.720Z,48.0532685,17.5639723,117.1,84.07,-0.640,0.032,1.021,5,12.01,-8.23,-9.60
19817,2026-09-12T12:44:42.760Z,48.0532688,17.5639600,117.1,83.21,-0.630,0.039,1.014,5,12.51,-8.93,-10.45
19818,2026-09-12T12:44:42.800Z,48.0532692,17.5639479,117.1,82.30,-0.624,0.052,1.009,5,12.60,-9.97,-10.91
19819,2026-09-12T12:44:42.840Z,48.0532698,17.5639358,117.1,81.72,-0.603,0.051,1.002,5,12.34,-10.83,-11.43
19820,2026-09-12T12:44:42.880Z,48.0532704,17.5639238,117.1,81.11,-0.592,0.042,0.974,5,11.64,-11.63,-11.63
19821,2026-09-12T12:44:42.920Z,48.0532711,17.5639119,117.1,80.52,-0.568,0.053,0.940,5,11.21,-12.41,-11.80
19822,2026-09-12T12:44:42.960Z,48.0532719,17.5639001,117.1,79.88,-0.549,0.047,0.889,5,10.53,-12.93,-11.96
19823,2026-09-12T12:44:43.000Z,48.0532728,17.5638884,117.1,79.29,-0.517,0.051,0.848,5,10.26,-13.41,-12.08
19824,2026-09-12T12:44:43.040Z,48.0532737,17.5638768,117.1,78.77,-0.485,0.065,0.835,5,10.17,-13.80,-12.22
19825,2026-09-12T12:44:43.080Z,48.0532747,17.5638653,117.1,78.42,-0.463,0.079,0.840,5,10.03,-14.20,-12.45
19826,2026-09-12T12:44:43.120Z,48.0532759,17.5638539,117.1,77.97,-0.447,0.083,0.882,5,9.80,-14.46,-12.91
19827,2026-09-12T12:44:43.160Z,48.0532771,17.5638425,117.1,77.41,-0.426,0.080,0.957,5,9.26,-14.74,-13.56
19828,2026-09-12T12:44:43.200Z,48.0532785,17.5638313,117.1,76.93,-0.404,0.064,1.048,5,8.29,-15.19,-14.18
19829,2026-09-12T12:44:43.240Z,48.0532799,17.5638201,117.1,76.55,-0.391,0.035,1.106,5,7.47,-15.12,-14.54
19830,2026-09-12T12:44:43.280Z,48.0532815,17.5638090,117.1,76.27,-0.365,0.017,1.139,5,6.90,-15.00,-14.49
19831,2026-09-12T12:44:43.320Z,48.0532831,17.5637979,117.1,76.00,-0.332,0.007,1.135,5,6.79,-14.69,-14.14
19832,2026-09-12T12:44:43.360Z,48.0532849,17.5637870,117.1,75.73,-0.303,0.024,1.114,5,7.45,-14.51,-13.64
19833,2026-09-12T12:44:43.400Z,48.0532867,17.5637762,117.1,75.40,-0.274,0.041,1.112,5,8.31,-14.32,-13.39
19834,2026-09-12T12:44:43.440Z,48.0532887,17.5637654,117.1,74.96,-0.254,0.066,1.137,5,9.18,-14.60,-13.41
19835,2026-09-12T12:44:43.480Z,48.0532905,17.5637548,117.1,74.53,-0.252,0.068,1.154,5,9.63,-14.69,-13.90
19836,2026-09-12T12:44:43.520Z,48.0532927,17.5637442,117.1,74.16,-0.259,0.067,1.174,5,9.45,-14.74,-14.45
19837,2026-09-12T12:44:43.560Z,48.0532950,17.5637337,117.1,74.00,-0.255,0.052,1.213,5,9.13,-14.76,-15.03
19838,2026-09-12T12:44:43.600Z,48.0532972,17.5637233,117.1,73.72,-0.262,0.049,1.228,5,8.88,-14.99,-15.23
19839,2026-09-12T12:44:43.640Z,48.0532998,17.5637130,117.1,73.42,-0.265,0.041,1.239,5,8.42,-14.93,-15.29
19840,2026-09-12T12:44:43.680Z,48.0533023,17.5637029,117.1,72.88,-0.259,0.035,1.246,5,7.92,-14.92,-15.19
19841,2026-09-12T12:44:43.720Z,48.0533050,17.5636927,117.1,72.71,-0.254,0.038,1.261,5,7.51,-15.32,-15.20
19842,2026-09-12T12:44:43.760Z,48.0533077,17.5636827,117.1,72.65,-0.253,0.038,1.264,5,6.98,-15.65,-15.20
19843,2026-09-12T12:44:43.800Z,48.0533105,17.5636728,117.1,72.45,-0.235,0.026,1.286,5,6.21,-15.69,-15.33
19844,2026-09-12T12:44:43.840Z,48.0533134,17.5636629,117.1,72.27,-0.232,0.038,1.287,5,5.85,-15.83,-15.42
19845,2026-09-12T12:44:43.880Z,48.0533165,17.5636532,117.1,72.17,-0.217,0.044,1.296,5,5.22,-16.20,-15.49
19846,2026-09-12T12:44:43.920Z,48.0533197,17.5636436,117.1,71.81,-0.202,0.042,1.309,5,4.76,-15.81,-15.58
19847,2026-09-12T12:44:43.960Z,48.0533229,17.5636341,117.1,71.56,-0.186,0.047,1.309,5,4.16,-16.18,-15.67
19848,2026-09-12T12:44:44.000Z,48.0533262,17.5636246,117.1,71.63,-0.160,0.058,1.315,5,3.86,-16.62,-15.90
19849,2026-09-12T12:44:44.040Z,48.0533297,17.5636152,117.1,71.68,-0.132,0.064,1.321,5,3.51,-17.06,-16.13
19850,2026-09-12T12:44:44.080Z,48.0533331,17.5636059,117.1,71.63,-0.101,0.068,1.340,5,2.98,-17.69,-16.48
19851,2026-09-12T12:44:44.120Z,48.0533367,17.5635968,117.1,71.52,-0.072,0.065,1.347,5,2.43,-18.30,-16.73
19852,2026-09-12T12:44:44.160Z,48.0533405,17.5635877,117.1,71.56,-0.054,0.065,1.347,5,1.93,-18.41,-16.95
19853,2026-09-12T12:44:44.200Z,48.0533443,17.5635787,117.1,71.61,-0.046,0.043,1.340,5,0.95,-18.13,-17.04
19854,2026-09-12T12:44:44.240Z,48.0533483,17.5635697,117.1,71.61,-0.032,0.044,1.353,5,0.41,-17.96,-17.06
19855,2026-09-12T12:44:44.280Z,48.0533523,17.5635609,117.1,71.64,-0.030,0.033,1.343,5,0.00,-17.40,-17.01
19856,2026-09-12T12:44:44.320Z,48.0533565,17.5635521,117.1,71.66,-0.029,0.018,1.332,5,-0.67,-17.52,-16.87
19857,2026-09-12T12:44:44.360Z,48.0533608,17.5635436,117.1,71.53,-0.009,0.002,1.344,5,-0.94,-17.29,-16.73
19858,2026-09-12T12:44:44.400Z,48.0533651,17.5635351,117.1,71.60,-0.011,-0.001,1.325,5,-0.90,-16.98,-16.38
19859,2026-09-12T12:44:44.440Z,48.0533696,17.5635265,117.1,71.93,-0.007,-0.024,1.314,5,-1.14,-16.88,-15.97
19860,2026-09-12T12:44:44.480Z,48.0533742,17.5635183,117.1,72.08,0.010,-0.019,1.315,5,-0.63,-16.32,-15.55
19861,2026-09-12T12:44:44.520Z,48.0533789,17.5635101,117.1,72.07,0.008,0.007,1.289,5,0.18,-15.52,-15.31
19862,2026-09-12T12:44:44.560Z,48.0533837,17.5635019,117.1,72.13,0.016,0.024,1.270,5,0.58,-15.90,-15.34
19863,2026-09-12T12:44:44.600Z,48.0533885,17.5634939,117.1,72.13,0.033,0.031,1.286,5,0.77,-15.92,-15.75
19864,2026-09-12T12:44:44.640Z,48.0533934,17.5634860,117.1,72.24,0.038,0.037,1.282,5,0.79,-16.09,-16.40
19865,2026-09-12T12:44:44.680Z,48.0533985,17.5634781,117.1,72.64,0.059,0.043,1.295,5,0.42,-17.13,-17.17
19866,2026-09-12T12:44:44.720Z,48.0534037,17.5634703,117.1,72.85,0.095,0.038,1.312,5,-0.43,-17.94,-17.83
19867,2026-09-12T12:44:44.760Z,48.0534090,17.5634627,117.1,73.14,0.121,0.041,1.322,5,-1.57,-18.37,-18.23
19868,2026-09-12T12:44:44.800Z,48.0534144,17.5634551,117.1,73.35,0.164,0.044,1.346,5,-2.71,-19.04,-18.42
19869,2026-09-12T12:44:44.840Z,48.0534199,17.5634478,117.1,73.92,0.201,0.040,1.370,5,-3.93,-18.96,-18.17
19870,2026-09-12T12:44:44.880Z,48.0534256,17.5634405,117.1,74.42,0.219,0.023,1.389,5,-5.41,-18.56,-17.68
19871,2026-09-12T12:44:44.920Z,48.0534314,17.5634334,117.1,74.58,0.238,0.008,1.416,5,-6.69,-18.29,-17.03
19872,2026-09-12T12:44:44.960Z,48.0534372,17.5634262,117.1,74.83,0.242,-0.004,1.408,5,-7.51,-17.35,-16.48
19873,2026-09-12T12:44:45.000Z,48.0534430,17.5634192,117.2,75.26,0.238,-0.010,1.378,5,-8.30,-16.71,-15.96
19874,2026-09-12T12:44:45.040Z,48.0534491,17.5634122,117.2,75.67,0.240,-0.008,1.360,5,-8.68,-16.05,-15.73
19875,2026-09-12T12:44:45.080Z,48.0534552,17.5634055,117.2,75.96,0.240,-0.007,1.325,5,-8.93,-15.35,-15.58
19876,2026-09-12T12:44:45.120Z,48.0534615,17.5633987,117.2,76.43,0.240,-0.007,1.301,5,-9.14,-14.80,-15.55
19877,2026-09-12T12:44:45.160Z,48.0534678,17.5633921,117.2,76.91,0.244,-0.014,1.291,5,-9.56,-14.37,-15.33
19878,2026-09-12T12:44:45.200Z,48.0534742,17.5633855,117.2,77.07,0.251,-0.018,1.288,5,-9.72,-13.78,-15.27
19879,2026-09-12T12:44:45.240Z,48.0534806,17.5633791,117.2,77.34,0.244,-0.016,1.266,5,-10.19,-13.56,-15.13
19880,2026-09-12T12:44:45.280Z,48.0534872,17.5633729,117.2,77.75,0.260,-0.023,1.276,5,-10.73,-13.54,-15.11
19881,2026-09-12T12:44:45.320Z,48.0534939,17.5633666,117.2,78.07,0.255,-0.016,1.259,5,-10.98,-13.06,-14.98
19882,2026-09-12T12:44:45.360Z,48.0535006,17.5633607,117.2,78.53,0.264,-0.019,1.258,5,-11.47,-12.89,-14.82
19883,2026-09-12T12:44:45.400Z,48.0535075,17.5633547,117.2,78.87,0.265,-0.021,1.240,5,-11.78,-12.20,-14.45
19884,2026-09-12T12:44:45.440Z,48.0535144,17.5633487,117.2,79.33,0.266,-0.021,1.222,5,-12.17,-11.50,-14.00
19885,2026-09-12T12:44:45.480Z,48.0535214,17.5633429,117.3,79.76,0.267,-0.025,1.200,5,-12.45,-10.81,-13.58
19886,2026-09-12T12:44:45.520Z,48.0535285,17.5633373,117.3,80.04,0.273,-0.031,1.187,5,-12.77,-10.20,-13.22
19887,2026-09-12T12:44:45.560Z,48.0535356,17.5633317,117.3,80.40,0.265,-0.044,1.174,5,-12.98,-9.79,-12.71
19888,2026-09-12T12:44:45.600Z,48.0535429,17.5633262,117.3,80.81,0.282,-0.063,1.201,5,-12.61,-9.51,-12.14
19889,2026-09-12T12:44:45.640Z,48.0535502,17.5633207,117.3,81.24,0.295,-0.082,1.220,5,-11.61,-8.97,-11.22
19890,2026-09-12T12:44:45.680Z,48.0535576,17.5633155,117.3,81.59,0.296,-0.094,1.223,5,-9.94,-8.20,-9.86
19891,2026-09-12T12:44:45.720Z,48.0535651,17.5633103,117.3,82.07,0.287,-0.098,1.197,5,-7.48,-7.08,-8.49
19892,2026-09-12T12:44:45.760Z,48.0535725,17.5633052,117.3,82.43,0.268,-0.083,1.147,5,-4.55,-5.78,-7.26
19893,2026-09-12T12:44:45.800Z,48.0535802,17.5633002,117.3,82.71,0.233,-0.065,1.083,5,-1.53,-4.96,-6.61
19894,2026-09-12T12:44:45.840Z,48.0535877,17.5632952,117.3,82.85,0.207,-0.047,1.049,5,1.80,-4.51,-6.78
19895,2026-09-12T12:44:45.880Z,48.0535955,17.5632903,117.2,83.18,0.185,-0.033,1.039,5,4.89,-4.78,-7.52
19896,2026-09-12T12:44:45.920Z,48.0536033,17.5632857,117.2,83.47,0.181,-0.028,1.045,5,7.86,-5.55,-8.62
19897,2026-09-12T12:44:45.960Z,48.0536111,17.5632811,117.2,83.79,0.170,-0.018,1.052,5,10.59,-6.13,-9.75
19898,2026-09-12T12:44:46.000Z,48.0536190,17.5632766,117.2,84.06,0.169,-0.021,1.074,5,12.50,-6.75,-10.62
19899,2026-09-12T12:44:46.040Z,48.0536270,17.5632721,117.2,84.27,0.160,-0.016,1.073,5,13.78,-7.33,-11.26
19900,2026-09-12T12:44:46.080Z,48.0536349,17.5632678,117.2,84.42,0.150,-0.004,1.083,5,14.63,-7.81,-11.71
19901,2026-09-12T12:44:46.120Z,48.0536430,17.5632638,117.2,84.59,0.144,-0.005,1.126,5,14.83,-8.28,-11.97
19902,2026-09-12T12:44:46.160Z,48.0536512,17.5632597,117.2,84.82,0.129,0.003,1.122,5,14.77,-8.88,-12.15
19903,2026-09-12T12:44:46.200Z,48.0536593,17.5632560,117.2,85.05,0.122,0.012,1.133,5,14.57,-9.19,-12.32
19904,2026-09-12T12:44:46.240Z,48.0536675,17.5632523,117.2,85.14,0.095,0.007,1.133,5,13.81,-9.36,-12.37
19905,2026-09-12T12:44:46.280Z,48.0536758,17.5632487,117.2,85.29,0.085,0.016,1.108,5,13.28,-9.62,-12.38
19906,2026-09-12T12:44:46.320Z,48.0536839,17.5632453,117.2,85.44,0.075,0.016,1.102,5,12.71,-10.07,-12.27
19907,2026-09-12T12:44:46.360Z,48.0536923,17.5632422,117.2,85.54,0.068,0.014,1.095,5,12.36,-10.43,-12.20
19908,2026-09-12T12:44:46.400Z,48.0537007,17.5632392,117.2,85.66,0.061,0.022,1.114,5,12.35,-10.90,-12.03
19909,2026-09-12T12:44:46.440Z,48.0537091,17.5632362,117.2,85.72,0.060,0.027,1.122,5,12.33,-11.35,-12.08
19910,2026-09-12T12:44:46.480Z,48.0537175,17.5632335,117.2,85.78,0.055,0.032,1.152,5,12.30,-11.49,-12.30
19911,2026-09-12T12:44:46.520Z,48.0537260,17.5632310,117.2,85.88,0.025,0.043,1.128,5,11.91,-11.68,-12.73
19912,2026-09-12T12:44:46.560Z,48.0537345,17.5632286,117.2,85.99,0.035,0.049,1.168,5,11.36,-11.51,-13.29
19913,2026-09-12T12:44:46.600Z,48.0537429,17.5632264,117.2,86.00,0.006,0.042,1.135,5,10.06,-11.02,-13.82
19914,2026-09-12T12:44:46.640Z,48.0537516,17.5632244,117.2,86.47,0.007,0.040,1.146,5,8.84,-11.08,-14.32
