Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
19512,2026-09-12T12:44:30.560Z,48.0560874,17.5669445,117.7,122.23,0.010,-0.145,1.246,5,-2.44,-9.26,10.66
19513,2026-09-12T12:44:30.600Z,48.0560763,17.5669370,117.7,122.31,0.041,-0.154,1.266,5,-2.62,-9.26,10.38
19514,2026-09-12T12:44:30.640Z,48.0560650,17.5669297,117.7,122.29,0.026,-0.161,1.264,5,-2.58,-9.82,10.36
19515,2026-09-12T12:44:30.680Z,48.0560539,17.5669227,117.7,122.10,0.032,-0.170,1.284,5,-2.93,-10.66,10.82
19516,2026-09-12T12:44:30.720Z,48.0560426,17.5669157,117.6,122.09,0.043,-0.192,1.302,5,-3.19,-11.81,11.43
19517,2026-09-12T12:44:30.760Z,48.0560313,17.5669088,117.6,122.40,0.054,-0.197,1.353,5,-2.71,-12.63,11.95
19518,2026-09-12T12:44:30.800Z,48.0560198,17.5669021,117.6,122.75,0.071,-0.186,1.339,5,-1.72,-12.68,11.94
19519,2026-09-12T12:44:30.840Z,48.0560084,17.5668957,117.6,122.99,0.087,-0.183,1.350,5,-0.81,-12.28,11.65
19520,2026-09-12T12:44:30.880Z,48.0559969,17.5668895,117.6,122.93,0.101,-0.179,1.330,5,-0.29,-11.66,11.37
19521,2026-09-12T12:44:30.920Z,48.0559854,17.5668832,117.6,122.84,0.117,-0.170,1.309,5,0.14,-11.67,11.10
19522,2026-09-12T12:44:30.960Z,48.0559737,17.5668772,117.6,123.19,0.134,-0.186,1.292,5,-0.07,-11.60,11.20
19523,2026-09-12T12:44:31.000Z,48.0559620,17.5668714,117.6,123.42,0.144,-0.198,1.304,5,-0.41,-11.76,11.56
19524,2026-09-12T12:44:31.040Z,48.0559502,17.5668656,117.6,123.42,0.152,-0.193,1.289,5,-0.27,-11.94,11.68
19525,2026-09-12T12:44:31.080Z,48.0559385,17.5668601,117.6,123.68,0.166,-0.194,1.316,5,0.26,-12.39,11.54
19526,2026-09-12T12:44:31.120Z,48.0559267,17.5668549,117.5,123.88,0.165,-0.187,1.344,5,0.80,-12.28,11.42
19527,2026-09-12T12:44:31.160Z,48.0559148,17.5668495,117.5,124.34,0.173,-0.182,1.342,5,1.13,-12.25,11.27
19528,2026-09-12T12:44:31.200Z,48.0559027,17.5668445,117.5,124.59,0.211,-0.174,1.368,5,1.52,-12.01,11.14
19529,2026-09-12T12:44:31.240Z,48.0558908,17.5668398,117.5,124.65,0.217,-0.169,1.342,5,1.79,-11.80,11.16
19530,2026-09-12T12:44:31.280Z,48.0558787,17.5668351,117.5,124.88,0.222,-0.168,1.313,5,1.72,-11.42,11.33
19531,2026-09-12T12:44:31.320Z,48.0558666,17.5668305,117.5,125.07,0.245,-0.175,1.313,5,1.97,-11.54,11.45
19532,2026-09-12T12:44:31.360Z,48.0558544,17.5668260,117.5,125.44,0.237,-0.176,1.290,5,2.29,-12.03,11.57
19533,2026-09-12T12:44:31.400Z,48.0558421,17.5668218,117.5,125.72,0.232,-0.190,1.304,5,2.48,-12.47,11.79
19534,2026-09-12T12:44:31.440Z,48.0558297,17.5668178,117.5,126.02,0.250,-0.197,1.349,5,2.98,-12.79,11.94
19535,2026-09-12T12:44:31.480Z,48.0558175,17.5668138,117.5,126.22,0.252,-0.193,1.352,5,3.78,-12.89,11.87
19536,2026-09-12T12:44:31.520Z,48.0558050,17.5668102,117.5,126.66,0.273,-0.191,1.365,5,4.50,-12.58,11.89
19537,2026-09-12T12:44:31.560Z,48.0557925,17.5668065,117.5,127.02,0.280,-0.187,1.363,5,5.37,-12.02,11.85
19538,2026-09-12T12:44:31.600Z,48.0557799,17.5668030,117.5,127.43,0.296,-0.179,1.336,5,6.20,-11.82,11.75
19539,2026-09-12T12:44:31.640Z,48.0557674,17.5667998,117.5,127.97,0.310,-0.174,1.311,5,6.93,-11.43,11.86
19540,2026-09-12T12:44:31.680Z,48.0557547,17.5667965,117.5,128.33,0.323,-0.169,1.314,5,7.90,-11.58,11.94
19541,2026-09-12T12:44:31.720Z,48.0557420,17.5667935,117.5,128.51,0.337,-0.161,1.286,5,8.89,-11.48,11.98
19542,2026-09-12T12:44:31.760Z,48.0557293,17.5667907,117.4,128.81,0.335,-0.169,1.297,5,10.12,-11.50,12.02
19543,2026-09-12T12:44:31.800Z,48.0557164,17.5667880,117.4,129.24,0.337,-0.163,1.279,5,11.34,-11.14,12.05
19544,2026-09-12T12:44:31.840Z,48.0557033,17.5667856,117.5,129.90,0.345,-0.157,1.269,5,12.89,-11.21,11.85
19545,2026-09-12T12:44:31.880Z,48.0556904,17.5667832,117.5,130.45,0.368,-0.149,1.273,5,14.31,-10.74,11.74
19546,2026-09-12T12:44:31.920Z,48.0556775,17.5667810,117.4,130.77,0.340,-0.152,1.268,5,15.54,-10.57,11.56
19547,2026-09-12T12:44:31.960Z,48.0556643,17.5667789,117.4,131.11,0.356,-0.147,1.287,5,17.11,-10.76,11.37
19548,2026-09-12T12:44:32.000Z,48.0556512,17.5667771,117.5,131.70,0.359,-0.153,1.300,5,18.57,-10.61,11.29
19549,2026-09-12T12:44:32.040Z,48.0556380,17.5667755,117.5,132.18,0.355,-0.154,1.295,5,20.42,-10.31,11.05
19550,2026-09-12T12:44:32.080Z,48.0556247,17.5667740,117.5,132.71,0.359,-0.143,1.280,5,22.87,-9.60,10.45
19551,2026-09-12T12:44:32.120Z,48.0556113,17.5667725,117.5,133.27,0.367,-0.123,1.268,5,25.60,-8.55,9.62
19552,2026-09-12T12:44:32.160Z,48.0555979,17.5667712,117.5,133.81,0.364,-0.107,1.237,5,28.38,-7.19,8.37
19553,2026-09-12T12:44:32.200Z,48.0555845,17.5667698,117.5,134.21,0.363,-0.093,1.208,5,31.16,-5.96,6.93
19554,2026-09-12T12:44:32.240Z,48.0555710,17.5667688,117.5,134.81,0.349,-0.082,1.177,5,33.07,-4.92,5.79
19555,2026-09-12T12:44:32.280Z,48.0555574,17.5667677,117.5,135.24,0.334,-0.070,1.150,5,34.22,-3.96,4.97
19556,2026-09-12T12:44:32.320Z,48.0555439,17.5667667,117.5,135.50,0.347,-0.061,1.134,5,33.90,-3.84,4.59
19557,2026-09-12T12:44:32.360Z,48.0555303,17.5667658,117.5,135.99,0.348,-0.060,1.112,5,31.99,-3.10,4.67
19558,2026-09-12T12:44:32.400Z,48.0555166,17.5667650,117.5,136.53,0.333,-0.067,1.081,5,29.76,-2.57,5.03
19559,2026-09-12T12:44:32.440Z,48.0555028,17.5667644,117.5,137.10,0.343,-0.083,1.076,5,27.90,-2.29,5.52
19560,2026-09-12T12:44:32.480Z,48.0554891,17.5667637,117.5,137.40,0.342,-0.105,1.055,5,26.90,-1.96,6.05
19561,2026-09-12T12:44:32.520Z,48.0554752,17.5667631,117.5,137.91,0.328,-0.128,1.040,5,27.34,-2.15,6.67
19562,2026-09-12T12:44:32.560Z,48.0554613,17.5667625,117.5,138.50,0.340,-0.140,1.056,5,29.36,-2.39,6.84
19563,2026-09-12T12:44:32.600Z,48.0554474,17.5667621,117.5,138.79,0.365,-0.154,1.063,5,31.62,-2.45,6.54
19564,2026-09-12T12:44:32.640Z,48.0554334,17.5667616,117.5,139.37,0.366,-0.168,1.053,5,34.34,-2.19,5.97
19565,2026-09-12T12:44:32.680Z,48.0554194,17.5667612,117.5,139.95,0.387,-0.173,1.043,5,37.09,-1.83,5.13
19566,2026-09-12T12:44:32.720Z,48.0554053,17.5667609,117.5,140.45,0.377,-0.168,0.988,5,39.46,-0.54,4.11
19567,2026-09-12T12:44:32.760Z,48.0553912,17.5667604,117.5,141.07,0.349,-0.160,0.914,5,40.96,-0.82,3.23
19568,2026-09-12T12:44:32.800Z,48.0553769,17.5667600,117.5,141.60,0.335,-0.136,0.896,5,41.85,-0.10,2.40
19569,2026-09-12T12:44:32.840Z,48.0553628,17.5667594,117.4,141.87,0.298,-0.103,0.869,5,41.02,0.61,1.50
19570,2026-09-12T12:44:32.880Z,48.0553486,17.5667591,117.4,142.24,0.291,-0.097,0.920,5,38.93,0.05,0.47
19571,2026-09-12T12:44:32.920Z,48.0553343,17.5667588,117.4,142.59,0.300,-0.108,0.998,5,36.17,0.61,-0.34
19572,2026-09-12T12:44:32.960Z,48.0553200,17.5667585,117.4,143.02,0.306,-0.135,1.054,5,32.87,0.81,-0.27
19573,2026-09-12T12:44:33.000Z,48.0553055,17.5667582,117.4,143.56,0.294,-0.166,1.082,5,30.01,0.28,0.53
19574,2026-09-12T12:44:33.040Z,48.0552910,17.5667577,117.4,143.81,0.305,-0.177,1.080,5,28.39,0.07,1.77
19575,2026-09-12T12:44:33.080Z,48.0552766,17.5667573,117.4,144.03,0.295,-0.159,1.024,5,27.51,0.24,2.95
19576,2026-09-12T12:44:33.120Z,48.0552622,17.5667570,117.4,144.64,0.294,-0.132,0.991,5,27.07,-0.65,3.58
19577,2026-09-12T12:44:33.160Z,48.0552476,17.5667567,117.4,145.17,0.283,-0.095,0.969,5,26.74,-0.58,3.26
19578,2026-09-12T12:44:33.200Z,48.0552331,17.5667563,117.4,145.59,0.283,-0.068,0.962,5,26.07,-0.85,2.54
19579,2026-09-12T12:44:33.240Z,48.0552184,17.5667558,117.4,145.94,0.276,-0.064,0.981,5,24.80,-1.20,2.06
19580,2026-09-12T12:44:33.280Z,48.0552038,17.5667555,117.4,146.30,0.268,-0.067,1.013,5,23.55,-1.58,2.06
19581,2026-09-12T12:44:33.320Z,48.0551890,17.5667551,117.4,146.49,0.261,-0.066,1.032,5,23.23,-1.62,2.27
19582,2026-09-12T12:44:33.360Z,48.0551743,17.5667546,117.4,146.81,0.264,-0.060,1.051,5,24.10,-1.60,2.40
19583,2026-09-12T12:44:33.400Z,48.0551595,17.5667542,117.4,147.43,0.248,-0.039,1.056,5,25.92,-1.05,2.04
19584,2026-09-12T12:44:33.440Z,48.0551446,17.5667536,117.4,147.91,0.217,-0.020,1.050,5,27.54,-0.44,1.11
19585,2026-09-12T12:44:33.480Z,48.0551299,17.5667531,117.4,148.16,0.144,-0.012,1.031,5,28.37,0.73,-0.16
19586,2026-09-12T12:44:33.520Z,48.0551151,17.5667527,117.4,147.81,0.048,-0.020,1.014,5,28.03,1.92,-1.25
19587,2026-09-12T12:44:33.560Z,48.0551005,17.5667521,117.4,147.20,-0.080,-0.040,1.006,5,26.93,2.61,-2.05
19588,2026-09-12T12:44:33.600Z,48.0550859,17.5667513,117.4,146.48,-0.199,-0.072,1.026,5,25.37,2.29,-2.24
19589,2026-09-12T12:44:33.640Z,48.0550714,17.5667506,117.4,145.75,-0.299,-0.096,1.060,5,24.73,1.41,-1.89
19590,2026-09-12T12:44:33.680Z,48.0550569,17.5667497,117.4,145.27,-0.342,-0.103,1.089,5,25.33,0.20,-0.84
19591,2026-09-12T12:44:33.720Z,48.0550424,17.5667488,117.4,145.00,-0.369,-0.092,1.125,5,26.74,-0.96,0.47
19592,2026-09-12T12:44:33.760Z,48.0550279,17.5667478,117.4,145.01,-0.361,-0.057,1.120,5,29.00,-1.37,1.24
19593,2026-09-12T12:44:33.800Z,48.0550136,17.5667469,117.4,144.92,-0.354,0.000,1.084,5,30.93,-1.36,1.13
19594,2026-09-12T12:44:33.840Z,48.0549992,17.5667458,117.4,144.44,-0.355,0.053,1.058,5,31.31,-1.64,-0.32
19595,2026-09-12T12:44:33.880Z,48.0549849,17.5667448,117.4,143.82,-0.358,0.066,1.036,5,29.83,-2.02,-2.93
19596,2026-09-12T12:44:33.920Z,48.0549707,17.5667439,117.4,143.06,-0.356,0.039,1.017,5,26.57,-2.47,-4.90
19597,2026-09-12T12:44:33.960Z,48.0549565,17.5667425,117.4,142.66,-0.359,-0.011,1.023,5,22.94,-2.63,-4.97
19598,2026-09-12T12:44:34.000Z,48.0549424,17.5667411,117.4,142.26,-0.366,-0.062,1.030,5,20.36,-2.41,-3.73
19599,2026-09-12T12:44:34.040Z,48.0549281,17.5667394,117.4,141.90,-0.378,-0.089,1.035,5,19.50,-1.60,-1.69
19600,2026-09-12T12:44:34.080Z,48.0549141,17.5667378,117.4,141.59,-0.396,-0.067,1.066,5,20.72,-1.20,-0.04
19601,2026-09-12T12:44:34.120Z,48.0549001,17.5667363,117.4,140.98,-0.417,-0.027,1.052,5,23.17,-0.95,0.18
19602,2026-09-12T12:44:34.160Z,48.0548862,17.5667346,117.4,140.37,-0.436,0.004,1.038,5,25.50,-1.11,-1.15
19603,2026-09-12T12:44:34.200Z,48.0548724,17.5667330,117.3,139.71,-0.430,0.025,1.038,5,26.91,-1.76,-2.98
19604,2026-09-12T12:44:34.240Z,48.0548587,17.5667311,117.3,139.01,-0.433,0.014,1.010,5,27.06,-2.06,-4.34
19605,2026-09-12T12:44:34.280Z,48.0548448,17.5667291,117.3,138.53,-0.452,0.023,0.988,5,26.43,-3.10,-5.15
19606,2026-09-12T12:44:34.320Z,48.0548313,17.5667270,117.3,138.07,-0.455,0.028,1.020,5,25.49,-4.65,-5.80
19607,2026-09-12T12:44:34.360Z,48.0548177,17.5667248,117.3,137.43,-0.454,0.021,1.084,5,23.80,-6.19,-5.83
19608,2026-09-12T12:44:34.400Z,48.0548040,17.5667226,117.3,136.72,-0.449,0.022,1.174,5,22.55,-8.15,-6.02
19609,2026-09-12T12:44:34.440Z,48.0547905,17.5667201,117.3,136.12,-0.445,0.007,1.261,5,21.72,-8.92,-6.33
19610,2026-09-12T12:44:34.480Z,48.0547771,17.5667175,117.3,135.45,-0.405,-0.021,1.351,5,20.50,-8.78,-6.15
19611,2026-09-12T12:44:34.520Z,48.0547639,17.5667147,117.3,134.88,-0.440,-0.015,1.319,5,20.33,-7.56,-5.65
19612,2026-09-12T12:44:34.560Z,48.0547506,17.5667119,117.4,134.47,-0.431,-0.005,1.312,5,19.94,-6.32,-5.66
19613,2026-09-12T12:44:34.600Z,48.0547375,17.5667090,117.4,133.81,-0.437,-0.001,1.264,5,19.04,-4.64,-5.63
19614,2026-09-12T12:44:34.640Z,48.0547242,17.5667059,117.4,133.31,-0.428,0.013,1.215,5,18.31,-4.26,-5.74
19615,2026-09-12T12:44:34.680Z,48.0547112,17.5667027,117.4,132.86,-0.431,0.002,1.145,5,17.93,-3.54,-5.98
19616,2026-09-12T12:44:34.720Z,48.0546982,17.5666993,117.4,132.41,-0.403,0.013,1.126,5,17.58,-3.92,-5.78
19617,2026-09-12T12:44:34.760Z,48.0546853,17.5666959,117.4,131.94,-0.408,0.043,1.108,5,17.61,-4.67,-5.90
19618,2026-09-12T12:44:34.800Z,48.0546724,17.5666924,117.4,131.36,-0.413,0.040,1.091,5,16.65,-5.45,-6.31
19619,2026-09-12T12:44:34.840Z,48.0546596,17.5666888,117.4,130.76,-0.416,0.064,1.118,5,16.29,-6.89,-7.20
19620,2026-09-12T12:44:34.880Z,48.0546469,17.5666848,117.4,130.22,-0.404,0.071,1.163,5,15.35,-8.97,-8.30
19621,2026-09-12T12:44:34.920Z,48.0546342,17.5666810,117.4,129.66,-0.406,0.043,1.211,5,14.58,-9.59,-9.15
19622,2026-09-12T12:44:34.960Z,48.0546216,17.5666768,117.4,129.22,-0.389,0.012,1.291,5,13.69,-9.89,-9.29
19623,2026-09-12T12:44:35.000Z,48.0546091,17.5666724,117.4,128.82,-0.385,0.002,1.339,5,13.59,-9.26,-8.93
19624,2026-09-12T12:44:35.040Z,48.0545966,17.5666679,117.4,128.30,-0.377,-0.009,1.341,5,12.67,-8.62,-8.05
19625,2026-09-12T12:44:35.080Z,48.0545843,17.5666632,117.4,127.80,-0.390,-0.012,1.329,5,11.98,-6.81,-7.53
19626,2026-09-12T12:44:35.120Z,48.0545720,17.5666585,117.4,127.31,-0.365,0.018,1.317,5,10.81,-6.82,-7.44
19627,2026-09-12T12:44:35.160Z,48.0545597,17.5666537,117.4,126.93,-0.375,0.030,1.248,5,9.35,-6.46,-7.87
19628,2026-09-12T12:44:35.200Z,48.0545476,17.5666486,117.4,126.47,-0.338,0.036,1.236,5,7.70,-7.61,-8.66
19629,2026-09-12T12:44:35.240Z,48.0545355,17.5666435,117.4,126.09,-0.280,0.040,1.245,5,6.35,-9.25,-9.40
19630,2026-09-12T12:44:35.280Z,48.0545234,17.5666381,117.4,125.79,-0.237,0.043,1.229,5,5.07,-10.69,-9.71
19631,2026-09-12T12:44:35.320Z,48.0545114,17.5666325,117.4,125.77,-0.169,0.042,1.300,5,3.79,-12.78,-10.04
19632,2026-09-12T12:44:35.360Z,48.0544994,17.5666269,117.4,125.81,-0.124,0.038,1.312,5,2.91,-13.45,-10.13
19633,2026-09-12T12:44:35.400Z,48.0544874,17.5666208,117.4,125.77,-0.081,0.054,1.367,5,1.91,-14.12,-9.99
19634,2026-09-12T12:44:35.440Z,48.0544755,17.5666148,117.4,125.63,-0.062,0.041,1.398,5,0.12,-14.06,-10.10
19635,2026-09-12T12:44:35.480Z,48.0544636,17.5666086,117.4,125.35,-0.035,0.030,1.434,5,-1.44,-13.77,-10.19
19636,2026-09-12T12:44:35.520Z,48.0544518,17.5666021,117.4,125.28,-0.022,0.003,1.434,5,-2.89,-12.62,-9.91
19637,2026-09-12T12:44:35.560Z,48.0544401,17.5665954,117.4,125.26,-0.009,-0.025,1.435,5,-4.07,-11.65,-9.53
19638,2026-09-12T12:44:35.600Z,48.0544284,17.5665886,117.4,125.28,-0.013,-0.037,1.400,5,-4.30,-10.27,-8.93
19639,2026-09-12T12:44:35.640Z,48.0544167,17.5665816,117.4,125.30,-0.020,-0.032,1.359,5,-4.10,-8.78,-8.29
19640,2026-09-12T12:44:35.680Z,48.0544050,17.5665746,117.4,125.24,-0.030,-0.018,1.330,5,-3.87,-8.44,-8.08
19641,2026-09-12T12:44:35.720Z,48.0543935,17.5665673,117.4,125.25,-0.040,-0.001,1.299,5,-3.47,-8.05,-8.34
19642,2026-09-12T12:44:35.760Z,48.0543820,17.5665600,117.4,125.27,-0.043,0.025,1.285,5,-3.28,-8.33,-8.54
19643,2026-09-12T12:44:35.800Z,48.0543705,17.5665524,117.4,125.19,-0.032,0.022,1.292,5,-3.86,-8.98,-8.85
19644,2026-09-12T12:44:35.840Z,48.0543592,17.5665447,117.4,125.23,-0.017,0.020,1.322,5,-4.35,-9.40,-9.14
19645,2026-09-12T12:44:35.880Z,48.0543478,17.5665368,117.4,125.30,-0.005,0.018,1.312,5,-5.06,-9.42,-9.02
19646,2026-09-12T12:44:35.920Z,48.0543364,17.5665287,117.4,125.36,-0.008,0.006,1.317,5,-5.98,-9.42,-8.84
19647,2026-09-12T12:44:35.960Z,48.0543251,17.5665206,117.4,125.37,-0.008,-0.010,1.311,5,-6.84,-9.07,-8.71
19648,2026-09-12T12:44:36.000Z,48.0543139,17.5665122,117.4,125.42,0.000,-0.015,1.296,5,-7.27,-8.82,-8.54
19649,2026-09-12T12:44:36.040Z,48.0543027,17.5665037,117.4,125.50,0.014,-0.032,1.282,5,-7.44,-8.43,-8.41
19650,2026-09-12T12:44:36.080Z,48.0542914,17.5664949,117.4,125.67,0.013,-0.025,1.290,5,-7.21,-8.44,-8.24
19651,2026-09-12T12:44:36.120Z,48.0542804,17.5664863,117.4,125.61,0.030,-0.026,1.238,5,-6.36,-7.16,-8.35
19652,2026-09-12T12:44:36.160Z,48.0542693,17.5664773,117.4,125.72,0.016,-0.034,1.180,5,-5.72,-7.32,-8.36
19653,2026-09-12T12:44:36.200Z,48.0542583,17.5664683,117.4,125.73,0.018,0.009,1.136,5,-3.78,-7.00,-9.42
19654,2026-09-12T12:44:36.240Z,48.0542473,17.5664593,117.4,125.41,0.006,0.010,1.096,5,-3.12,-7.04,-10.33
19655,2026-09-12T12:44:36.280Z,48.0542364,17.5664501,117.4,125.49,0.034,-0.002,1.102,5,-3.14,-8.75,-10.45
19656,2026-09-12T12:44:36.320Z,48.0542255,17.5664405,117.4,125.64,0.066,-0.002,1.190,5,-3.21,-9.74,-10.07
19657,2026-09-12T12:44:36.360Z,48.0542146,17.5664309,117.4,125.96,0.112,-0.015,1.256,5,-3.07,-9.56,-7.92
19658,2026-09-12T12:44:36.400Z,48.0542039,17.5664210,117.4,126.23,0.122,-0.036,1.307,5,-2.73,-8.62,-5.18
19659,2026-09-12T12:44:36.440Z,48.0541931,17.5664110,117.4,126.46,0.137,-0.021,1.302,5,-1.23,-7.07,-2.95
19660,2026-09-12T12:44:36.480Z,48.0541824,17.5664010,117.4,126.44,0.114,0.000,1.267,5,0.87,-4.97,-2.17
19661,2026-09-12T12:44:36.520Z,48.0541716,17.5663909,117.3,126.53,0.092,0.013,1.193,5,3.16,-4.09,-2.79
19662,2026-09-12T12:44:36.560Z,48.0541610,17.5663808,117.3,126.59,0.068,0.045,1.151,5,5.39,-4.25,-5.06
19663,2026-09-12T12:44:36.600Z,48.0541504,17.5663704,117.3,126.60,0.071,0.045,1.142,5,6.46,-5.58,-7.38
19664,2026-09-12T12:44:36.640Z,48.0541398,17.5663599,117.3,126.73,0.061,0.043,1.158,5,7.24,-7.01,-9.20
19665,2026-09-12T12:44:36.680Z,48.0541293,17.5663493,117.3,126.92,0.078,0.039,1.200,5,7.20,-8.23,-10.10
19666,2026-09-12T12:44:36.720Z,48.0541189,17.5663384,117.3,127.15,0.095,0.023,1.252,5,6.24,-9.14,-10.15
19667,2026-09-12T12:44:36.760Z,48.0541084,17.5663274,117.3,127.32,0.108,0.010,1.292,5,4.87,-9.31,-9.83
19668,2026-09-12T12:44:36.800Z,48.0540981,17.5663163,117.3,127.41,0.118,0.007,1.329,5,3.56,-8.94,-9.55
19669,2026-09-12T12:44:36.840Z,48.0540879,17.5663049,117.3,127.59,0.145,0.000,1.358,5,1.72,-8.81,-9.10
19670,2026-09-12T12:44:36.880Z,48.0540776,17.5662936,117.3,127.80,0.136,-0.004,1.347,5,0.36,-8.24,-8.80
19671,2026-09-12T12:44:36.920Z,48.0540674,17.5662820,117.3,128.03,0.154,-0.005,1.343,5,-0.89,-7.85,-8.47
19672,2026-09-12T12:44:36.960Z,48.0540573,17.5662703,117.3,128.26,0.171,-0.011,1.326,5,-1.91,-7.64,-8.04
19673,2026-09-12T12:44:37.000Z,48.0540472,17.5662584,117.3,128.45,0.164,-0.009,1.310,5,-2.47,-7.70,-7.51
19674,2026-09-12T12:44:37.040Z,48.0540372,17.5662464,117.3,128.62,0.173,-0.018,1.296,5,-2.66,-7.46,-7.22
19675,2026-09-12T12:44:37.080Z,48.0540272,17.5662343,117.3,128.79,0.172,-0.012,1.301,5,-2.61,-7.58,-7.11
19676,2026-09-12T12:44:37.120Z,48.0540172,17.5662219,117.3,128.99,0.148,-0.004,1.268,5,-2.44,-7.66,-7.26
19677,2026-09-12T12:44:37.160Z,48.0540074,17.5662096,117.3,129.16,0.151,-0.004,1.267,5,-2.53,-7.70,-7.76
19678,2026-09-12T12:44:37.200Z,48.0539975,17.5661970,117.2,129.29,0.137,0.003,1.256,5,-2.64,-7.66,-8.34
19679,2026-09-12T12:44:37.240Z,48.0539878,17.5661844,117.3,129.56,0.141,0.009,1.257,5,-3.15,-7.84,-8.69
19680,2026-09-12T12:44:37.280Z,48.0539781,17.5661716,117.3,129.74,0.158,-0.011,1.242,5,-4.22,-7.66,-8.72
19681,2026-09-12T12:44:37.320Z,48.0539684,17.5661586,117.3,130.03,0.158,-0.025,1.243,5,-5.17,-7.64,-8.56
19682,2026-09-12T12:44:37.360Z,48.0539588,17.5661455,117.3,130.23,0.155,-0.034,1.247,5,-5.75,-7.47,-8.29
19683,2026-09-12T12:44:37.400Z,48.0539491,17.5661322,117.2,130.36,0.175,-0.043,1.248,5,-6.39,-7.32,-7.70
19684,2026-09-12T12:44:37.440Z,48.0539398,17.5661190,117.2,130.54,0.161,-0.047,1.260,5,-6.46,-7.24,-7.22
19685,2026-09-12T12:44:37.480Z,48.0539304,17.5661055,117.2,130.72,0.165,-0.041,1.264,5,-6.05,-7.31,-6.56
19686,2026-09-12T12:44:37.520Z,48.0539210,17.5660918,117.2,131.00,0.171,-0.033,1.260,5,-5.09,-6.61,-5.98
19687,2026-09-12T12:44:37.560Z,48.0539116,17.5660780,117.2,131.30,0.152,-0.025,1.222,5,-4.13,-6.08,-5.32
19688,2026-09-12T12:44:37.600Z,48.0539023,17.5660641,117.2,131.58,0.166,-0.014,1.211,5,-2.86,-5.66,-5.39
19689,2026-09-12T12:44:37.640Z,48.0538931,17.5660503,117.2,131.56,0.170,-0.002,1.185,5,-1.81,-5.23,-5.86
19690,2026-09-12T12:44:37.680Z,48.0538839,17.5660362,117.2,131.84,0.162,0.016,1.181,5,-1.10,-5.74,-6.69
19691,2026-09-12T12:44:37.720Z,48.0538748,17.5660219,117.2,132.09,0.151,0.026,1.185,5,-1.03,-6.60,-8.00
19692,2026-09-12T12:44:37.760Z,48.0538657,17.5660076,117.2,132.33,0.175,0.031,1.224,5,-1.55,-7.67,-9.09
19693,2026-09-12T12:44:37.800Z,48.0538566,17.5659930,117.2,132.61,0.174,0.026,1.245,5,-2.86,-8.17,-9.86
19694,2026-09-12T12:44:37.840Z,48.0538475,17.5659783,117.2,133.02,0.178,0.010,1.277,5,-5.01,-8.55,-10.12
19695,2026-09-12T12:44:37.880Z,48.0538386,17.5659635,117.2,133.37,0.210,-0.018,1.322,5,-7.87,-8.72,-9.81
19696,2026-09-12T12:44:37.920Z,48.0538298,17.5659486,117.2,133.60,0.236,-0.040,1.323,5,-10.62,-8.10,-8.93
19697,2026-09-12T12:44:37.960Z,48.0538210,17.5659335,117.2,133.91,0.242,-0.063,1.303,5,-13.14,-7.26,-7.54
19698,2026-09-12T12:44:38.000Z,48.0538122,17.5659183,117.2,134.22,0.251,-0.090,1.305,5,-14.87,-6.30,-5.90
19699,2026-09-12T12:44:38.040Z,48.0538035,17.5659030,117.2,134.52,0.232,-0.108,1.241,5,-15.18,-5.03,-3.80
19700,2026-09-12T12:44:38.080Z,48.0537949,17.5658875,117.2,134.86,0.233,-0.095,1.195,5,-13.51,-3.54,-2.09
19701,2026-09-12T12:44:38.120Z,48.0537863,17.5658720,117.2,135.07,0.220,-0.078,1.152,5,-10.92,-2.45,-0.82
19702,2026-09-12T12:44:38.160Z,48.0537777,17.5658565,117.2,135.34,0.199,-0.048,1.111,5,-7.39,-1.91,-0.44
19703,2026-09-12T12:44:38.200Z,48.0537691,17.5658407,117.2,135.48,0.192,-0.014,1.065,5,-3.36,-1.61,-1.48
19704,2026-09-12T12:44:38.240Z,48.0537606,17.5658250,117.2,135.51,0.173,0.008,1.028,5,-0.13,-2.03,-3.32
19705,2026-09-12T12:44:38.280Z,48.0537522,17.5658091,117.2,135.76,0.166,0.009,1.051,5,1.95,-3.29,-5.52
19706,2026-09-12T12:44:38.320Z,48.0537438,17.5657931,117.2,135.87,0.156,0.008,1.064,5,3.14,-4.66,-7.52
19707,2026-09-12T12:44:38.360Z,48.0537354,17.5657771,117.2,136.14,0.157,0.002,1.106,5,3.29,-5.88,-8.91
19708,2026-09-12T12:44:38.400Z,48.0537272,17.5657609,117.2,136.36,0.156,-0.011,1.167,5,2.25,-6.90,-9.12
19709,2026-09-12T12:44:38.440Z,48.0537190,17.5657445,117.2,136.76,0.158,-0.013,1.214,5,1.38,-6.94,-8.73
19710,2026-09-12T12:44:38.480Z,48.0537108,17.5657282,117.2,136.92,0.162,-0.040,1.233,5,-0.16,-6.22,-7.78
19711,2026-09-12T12:44:38.520Z,48.0537029,17.5657115,117.2,137.24,0.159,-0.043,1.235,5,-1.31,-5.23,-6.64
19712,2026-09-12T12:44:38.560Z,48.0536947,17.5656948,117.2,137.55,0.176,-0.047,1.247,5,-2.43,-4.38,-5.98
19713,2026-09-12T12:44:38.600Z,48.0536867,17.5656781,117.2,137.72,0.171,-0.043,1.224,5,-3.61,-4.00,-5.46
